SDSS,Plate,Fiber,MJD,z,sep,rp,dV,rmag,FAGN,FTid,RA,Dec
J152708.29+340356.6,1355,326,52823,0.0904,24.5,41.4,111,16.86,2,2,15:27:08.29,+34:03:56.6
J152746.19+045253.4,1835,210,54563,0.0418,99.6,82.6,69,14.59,1,0,15:27:46.19,+04:52:53.4
J152749.18+045124.4,1835,174,54563,0.042,99.6,82.6,69,14.46,1,0,15:27:49.18,+04:51:24.4
J152813.29+165435.3,2781,616,54266,0.1273,39.5,90.3,191,14.7,5,0,15:28:13.29,+16:54:35.3
J152813.74+035539.1,592,635,52025,0.0375,117.9,88.6,115,15.62,1,0,15:28:13.74,+03:55:39.1
J152814.49+311456.1,1388,266,53119,0.0779,4.7,6.9,64,16.06,1,2,15:28:14.49,+31:14:56.1
J152814.51+311451.4,1387,60,53118,0.0777,4.7,6.9,64,17.54,2,2,15:28:14.51,+31:14:51.4
J152815.88+165442.0,2794,94,54537,0.128,39.5,90.3,191,17.7,2,0,15:28:15.88,+16:54:42.0
J152816.52-021232.7,924,10,52409,0.1061,23.1,44.8,127,17.58,2,2,15:28:16.52,-02:12:32.7
J152817.33-021213.1,925,298,52411,0.1056,23.1,44.8,127,17.83,2,2,15:28:17.33,-02:12:13.1
J152818.94+035707.6,592,631,52025,0.0379,117.9,88.6,115,16.59,2,0,15:28:18.94,+03:57:07.6
J152826.45+223710.0,2162,336,54207,0.1218,20.3,44.9,421,17.27,2,1,15:28:26.45,+22:37:10.0
J152826.67+223730.0,2161,552,53878,0.1233,20.3,44.9,421,17.37,2,1,15:28:26.67,+22:37:30.0
J152839.21+303721.0,1650,634,53174,0.0669,64.8,83.0,115,15.8,2,0,15:28:39.21,+30:37:21.0
J152842.60+303801.0,1651,577,53442,0.0673,64.8,83.0,115,16.78,2,0,15:28:42.60,+30:38:01.0
J152943.14+095023.9,1723,397,53905,0.0785,43.0,64.4,189,17.55,2,0,15:29:43.14,+09:50:23.9
J152943.84+094942.2,1722,149,53852,0.0792,43.0,64.4,189,16.84,1,0,15:29:43.84,+09:49:42.2
J153131.38+291950.9,1652,471,53555,0.0659,55.0,69.2,109,15.55,2,1,15:31:31.38,+29:19:50.9
J153134.53+291922.7,1651,28,53442,0.0655,55.0,69.2,109,16.98,2,1,15:31:34.53,+29:19:22.7
J153156.59+092634.2,1723,518,53905,0.0335,111.1,73.5,103,16.44,2,0,15:31:56.59,+09:26:34.2
J153202.23+301628.9,1652,447,53555,0.0653,48.2,61.3,241,15.47,2,1,15:32:02.23,+30:16:28.9
J153203.82+092658.6,1722,106,53852,0.0332,111.1,73.5,103,14.79,1,0,15:32:03.82,+09:26:58.6
J153204.19+301550.6,1651,625,53442,0.0662,48.2,61.3,241,16.64,2,1,15:32:04.19,+30:15:50.6
J153244.74+280347.3,1848,608,54180,0.073,60.2,83.6,543,16.56,2,0,15:32:44.74,+28:03:47.3
J153245.90+280444.9,1848,617,54180,0.071,60.2,83.6,543,17.48,2,0,15:32:45.90,+28:04:44.9
J153305.60+272911.3,1848,560,54180,0.0718,67.1,91.9,36,14.7,5,0,15:33:05.60,+27:29:11.3
J153310.03+272920.3,1848,559,54180,0.0719,67.1,91.9,36,15.88,0,0,15:33:10.03,+27:29:20.3
J153324.15+004537.6,315,349,51663,0.0947,12.3,21.6,31,16.88,2,1,15:33:24.15,+00:45:37.6
J153324.35+004525.7,363,578,51989,0.0948,12.3,21.6,31,17.03,2,1,15:33:24.35,+00:45:25.7
J153334.20+304306.4,1388,87,53119,0.0673,4.7,6.1,25,16.0,1,2,15:33:34.20,+30:43:06.4
J153334.43+304303.3,1389,344,53135,0.0672,4.7,6.1,25,16.12,2,2,15:33:34.43,+30:43:03.3
J153427.62+250917.4,2165,336,53917,0.0351,85.5,59.2,100,15.9,2,0,15:34:27.62,+25:09:17.4
J153430.96+251026.6,2163,513,53823,0.0348,85.5,59.2,100,15.27,1,0,15:34:30.96,+25:10:26.6
J153537.94+065204.8,1820,512,54208,0.0737,60.1,84.2,17,16.45,2,0,15:35:37.94,+06:52:04.8
J153541.63+065141.3,1820,506,54208,0.0737,60.1,84.2,17,17.08,2,0,15:35:41.63,+06:51:41.3
J153546.20+252045.2,2163,544,53823,0.0338,111.1,74.8,210,15.13,2,0,15:35:46.20,+25:20:45.2
J153553.52+252028.1,2163,597,53823,0.0345,111.1,74.8,210,14.01,1,0,15:35:53.52,+25:20:28.1
J153617.48+281851.6,1652,9,53555,0.074,28.8,40.5,125,16.11,2,0,15:36:17.48,+28:18:51.6
J153619.31+281900.6,1653,345,53534,0.0745,28.8,40.5,125,16.17,2,0,15:36:19.31,+28:19:00.6
J153719.33+304253.1,1389,422,53135,0.0563,66.5,72.7,173,16.38,0,0,15:37:19.33,+30:42:53.1
J153720.59+304149.4,1389,436,53135,0.0557,66.5,72.7,173,16.44,2,0,15:37:20.59,+30:41:49.4
J153902.27+284018.6,1652,6,53555,0.064,17.5,21.6,242,16.96,1,0,15:39:02.27,+28:40:18.6
J153903.22+284028.7,1653,371,53534,0.0631,17.5,21.6,242,16.69,0,0,15:39:03.22,+28:40:28.7
J153911.40+530754.2,795,629,52378,0.1224,4.8,10.5,31,16.17,2,2,15:39:11.40,+53:07:54.2
J153911.72+530754.1,616,204,52442,0.1225,4.8,10.5,31,16.54,2,2,15:39:11.72,+53:07:54.1
J153936.47+460150.4,1332,599,52781,0.0387,132.6,99.3,276,14.92,2,0,15:39:36.47,+46:01:50.4
J153945.20+460130.0,1332,594,52781,0.0378,132.6,99.3,276,14.5,2,0,15:39:45.20,+46:01:30.0
J154021.47+155752.3,2795,49,54563,0.0496,12.1,12.0,333,15.61,1,2,15:40:21.47,+15:57:52.3
J154022.27+155753.0,2782,608,54592,0.0508,12.1,12.0,333,14.68,1,2,15:40:22.27,+15:57:53.0
J154031.79+072728.7,1724,206,53859,0.0376,129.0,96.2,3,15.12,2,0,15:40:31.79,+07:27:28.7
J154038.86+072615.4,1724,215,53859,0.0376,129.0,96.2,3,14.96,2,0,15:40:38.86,+07:26:15.4
J154124.54+271435.9,1653,246,53534,0.0929,32.2,55.7,244,16.88,2,0,15:41:24.54,+27:14:35.9
J154124.59+271508.2,1849,443,53846,0.0938,32.2,55.7,244,16.92,1,0,15:41:24.59,+27:15:08.2
J154143.80+082917.4,1725,125,54266,0.0991,47.1,86.8,217,16.47,1,0,15:41:43.80,+08:29:17.4
J154146.94+082917.0,1724,473,53859,0.0999,47.1,86.8,217,17.68,2,0,15:41:46.94,+08:29:17.0
J154312.19+172814.0,2167,202,53889,0.049,86.9,83.3,197,16.22,2,0,15:43:12.19,+17:28:14.0
J154316.01+172919.2,2167,216,53889,0.0497,86.9,83.3,197,15.68,2,0,15:43:16.01,+17:29:19.2
J154319.61+145135.3,2517,449,54567,0.1316,31.0,72.6,221,17.8,2,0,15:43:19.61,+14:51:35.3
J154321.61+145143.2,2518,296,54243,0.1324,31.0,72.6,221,17.23,0,0,15:43:21.61,+14:51:43.2
J154332.79+033935.7,2950,289,54559,0.1103,37.5,74.9,242,16.57,2,0,15:43:32.79,+03:39:35.7
J154334.71+033959.8,594,436,52045,0.1094,37.5,74.9,242,17.8,0,0,15:43:34.71,+03:39:59.8
J154403.45+044607.5,2950,278,54559,0.042,4.1,3.4,108,17.82,1,2,15:44:03.45,+04:46:07.5
J154403.67+044610.1,1836,586,54567,0.0416,4.1,3.4,108,14.21,2,2,15:44:03.67,+04:46:10.1
J154509.62+263022.0,1849,610,53846,0.0321,136.0,87.1,127,13.99,2,0,15:45:09.62,+26:30:22.0
J154517.90+262926.5,1849,617,53846,0.0325,136.0,87.1,127,14.7,5,0,15:45:17.90,+26:29:26.5
J154538.60+150308.9,2517,566,54567,0.0793,11.3,17.0,435,16.88,2,0,15:45:38.60,+15:03:08.9
J154538.87+150258.3,2518,259,54243,0.0809,11.3,17.0,435,15.89,2,0,15:45:38.87,+15:02:58.3
J154617.57+085803.8,1725,23,54266,0.0453,111.4,98.5,93,15.79,1,0,15:46:17.57,+08:58:03.8
J154618.83+085953.6,1725,22,54266,0.0449,111.4,98.5,93,16.04,2,0,15:46:18.83,+08:59:53.6
J154656.60+074314.1,1727,355,53859,0.0876,58.2,95.8,126,14.7,5,0,15:46:56.60,+07:43:14.1
J154659.67+143739.6,2517,611,54567,0.0968,3.5,6.3,262,16.25,1,2,15:46:59.67,+14:37:39.6
J154659.69+143736.1,2518,206,54243,0.0959,3.5,6.3,262,16.64,1,2,15:46:59.69,+14:37:36.1
J154700.29+074332.2,1727,353,53859,0.0881,58.2,95.8,126,16.66,2,0,15:47:00.29,+07:43:32.2
J154708.02+084717.7,1724,609,53859,0.0381,68.9,52.0,135,14.67,1,0,15:47:08.02,+08:47:17.7
J154709.52+334724.6,1403,369,53227,0.0545,91.2,96.7,40,17.33,2,0,15:47:09.52,+33:47:24.6
J154710.25+084617.6,1724,610,53859,0.0385,68.9,52.0,135,15.72,1,0,15:47:10.25,+08:46:17.6
J154713.74+334830.3,1403,412,53227,0.0546,91.2,96.7,40,15.52,1,0,15:47:13.74,+33:48:30.3
J154715.20+054337.3,1821,100,53167,0.1167,13.0,27.5,156,16.43,2,2,15:47:15.20,+05:43:37.3
J154715.98+054331.7,2950,408,54559,0.1173,13.0,27.5,156,17.43,2,2,15:47:15.98,+05:43:31.7
J154746.84+115014.9,2516,633,54241,0.0355,63.8,45.0,113,14.67,1,0,15:47:46.84,+11:50:14.9
J154751.08+115019.3,2520,344,54584,0.0351,63.8,45.0,113,16.49,0,0,15:47:51.08,+11:50:19.3
J154828.43+424205.3,1334,298,52764,0.0335,102.9,72.1,482,15.05,2,0,15:48:28.43,+42:42:05.3
J154831.97+062828.6,1821,601,53167,0.0509,88.7,88.2,34,15.38,1,0,15:48:31.97,+06:28:28.6
J154834.45+062949.1,1821,606,53167,0.051,88.7,88.2,34,17.32,2,0,15:48:34.45,+06:29:49.1
J154835.17+424146.7,1334,285,52764,0.0352,102.9,72.1,482,16.09,1,0,15:48:35.17,+42:41:46.7
J155038.75+153052.8,2518,66,54243,0.0415,62.2,51.0,28,15.75,2,0,15:50:38.75,+15:30:52.8
J155040.38+152955.5,2518,74,54243,0.0414,62.2,51.0,28,17.02,2,0,15:50:40.38,+15:29:55.5
J155108.10+525830.3,618,456,52049,0.0476,65.1,61.3,149,16.08,1,0,15:51:08.10,+52:58:30.3
J155108.55+525725.5,618,446,52049,0.0481,65.1,61.3,149,17.6,0,0,15:51:08.55,+52:57:25.5
J155204.38+042957.0,2951,434,54592,0.0808,62.8,95.7,229,17.86,2,0,15:52:04.38,+04:29:57.0
J155205.56+043057.2,2951,438,54592,0.08,62.8,95.7,229,15.01,1,0,15:52:05.56,+04:30:57.2
J155214.38+102130.9,2520,225,54584,0.0722,62.3,85.8,360,16.0,1,1,15:52:14.38,+10:21:30.9
J155217.95+102059.1,2520,237,54584,0.071,62.3,85.8,360,15.93,1,1,15:52:17.95,+10:20:59.1
J155327.84+171824.6,2170,174,53875,0.0582,66.5,75.6,160,15.64,2,0,15:53:27.84,+17:18:24.6
J155332.18+171810.9,2170,170,53875,0.0587,66.5,75.6,160,16.02,2,0,15:53:32.18,+17:18:10.9
J155351.09+293255.3,1390,611,53142,0.0765,35.2,51.0,96,16.8,2,0,15:53:51.09,+29:32:55.3
J155353.03+293235.5,1579,258,53473,0.0768,35.2,51.0,96,16.62,2,0,15:53:53.03,+29:32:35.5
J155548.02+242911.9,1850,53,53786,0.0705,21.4,28.8,10,16.91,2,0,15:55:48.02,+24:29:11.9
J155549.45+242911.5,1851,335,53524,0.0705,21.4,28.8,10,16.76,0,0,15:55:49.45,+24:29:11.5
J155655.79+183831.0,2172,97,54230,0.0608,50.5,59.8,162,15.06,1,1,15:56:55.79,+18:38:31.0
J155659.12+183838.1,2170,609,53875,0.0613,50.5,59.8,162,14.75,2,1,15:56:59.12,+18:38:38.1
J155747.77+161656.3,2521,565,54538,0.0354,104.1,73.3,468,14.67,1,0,15:57:47.77,+16:16:56.3
J155749.62+161836.7,2521,566,54538,0.037,104.1,73.3,468,13.11,1,0,15:57:49.62,+16:18:36.7
J155822.76+180357.5,2170,638,53875,0.0402,109.3,90.5,497,16.56,2,0,15:58:22.76,+18:03:57.5
J155826.40+180222.7,2170,635,53875,0.042,109.3,90.5,497,14.56,2,0,15:58:26.40,+18:02:22.7
J155842.98-002655.5,343,109,51692,0.0516,70.0,70.5,16,15.46,1,0,15:58:42.98,-00:26:55.5
J155847.63-002701.2,343,114,51692,0.0515,70.0,70.5,16,16.18,2,0,15:58:47.63,-00:27:01.2
J155849.30+145809.1,2521,153,54538,0.0354,84.6,59.5,13,14.7,5,0,15:58:49.30,+14:58:09.1
J155854.11+145853.4,2521,158,54538,0.0354,84.6,59.5,13,14.54,0,0,15:58:54.11,+14:58:53.4
J155858.08+275914.8,1391,553,52817,0.0522,39.2,39.9,214,16.07,2,2,15:58:58.08,+27:59:14.8
J155900.65+275907.4,1392,367,52822,0.0514,39.2,39.9,214,16.08,0,2,15:59:00.65,+27:59:07.4
J155930.15+170512.0,2196,374,53534,0.1572,7.7,21.0,484,16.63,1,2,15:59:30.15,+17:05:12.0
J155930.41+170518.6,2199,258,53556,0.1553,7.7,21.0,484,17.55,0,2,15:59:30.41,+17:05:18.6
J155957.11+412840.0,1335,388,52824,0.0333,96.7,64.1,69,14.31,1,2,15:59:57.11,+41:28:40.0
J155957.28+231640.4,1851,246,53524,0.046,89.6,80.9,195,15.55,0,0,15:59:57.28,+23:16:40.4
J155959.91+231800.8,1851,249,53524,0.0453,89.6,80.9,195,16.9,2,0,15:59:59.91,+23:18:00.8
J160003.55+412845.4,1335,438,52824,0.0335,96.7,64.1,69,14.2,1,2,16:00:03.55,+41:28:45.4
J160010.68+273618.5,1391,74,52817,0.033,98.6,63.0,298,15.95,0,0,16:00:10.68,+27:36:18.5
J160017.09+273556.7,1391,71,52817,0.032,98.6,63.0,298,15.27,1,0,16:00:17.09,+27:35:56.7
J160042.95+150812.0,2524,354,54568,0.034,138.5,93.8,8,16.3,2,0,16:00:42.95,+15:08:12.0
J160051.49+150904.6,2521,553,54538,0.034,138.5,93.8,8,14.37,1,0,16:00:51.49,+15:09:04.6
J160128.75+224851.8,1851,203,53524,0.0508,66.6,66.1,35,17.26,0,0,16:01:28.75,+22:48:51.8
J160129.06+224745.4,1851,218,53524,0.0509,66.6,66.1,35,14.46,2,0,16:01:29.06,+22:47:45.4
J160221.61+430317.7,1170,300,52756,0.0716,60.3,82.8,138,14.7,5,0,16:02:21.61,+43:03:17.7
J160224.92+430243.5,1334,619,52764,0.0721,60.3,82.8,138,16.49,2,0,16:02:24.92,+43:02:43.5
J160253.12+223533.0,1851,121,53524,0.0874,31.2,51.0,112,17.38,2,0,16:02:53.12,+22:35:33.0
J160254.61+223511.2,1852,317,53534,0.0878,31.2,51.0,112,17.3,2,0,16:02:54.61,+22:35:11.2
J160256.83+214321.2,2173,537,53874,0.0341,136.4,93.2,76,17.25,2,0,16:02:56.83,+21:43:21.2
J160303.64+214150.9,2173,532,53874,0.0343,136.4,93.2,76,15.56,1,0,16:03:03.64,+21:41:50.9
J160352.86+145647.2,2524,437,54568,0.0361,58.7,42.1,51,14.47,0,1,16:03:52.86,+14:56:47.2
J160355.89+145724.4,2524,440,54568,0.0363,58.7,42.1,51,14.89,1,1,16:03:55.89,+14:57:24.4
J160401.37+000753.3,345,360,51690,0.0592,59.4,69.3,356,16.35,1,0,16:04:01.37,+00:07:53.3
J160404.06+000709.7,344,472,51693,0.0604,59.4,69.3,356,17.06,2,0,16:04:04.06,+00:07:09.7
J160420.92+225253.9,1851,55,53524,0.0878,41.4,68.0,162,17.49,2,0,16:04:20.92,+22:52:53.9
J160421.60+225213.8,1852,393,53534,0.0872,41.4,68.0,162,16.69,2,0,16:04:21.60,+22:52:13.8
J160500.58+082537.7,1729,522,53858,0.1021,35.0,65.8,115,16.23,1,2,16:05:00.58,+08:25:37.7
J160501.37+174632.5,2199,151,53556,0.033,117.3,78.1,111,14.2,1,0,16:05:01.37,+17:46:32.5
J160502.91+082535.0,1730,357,53498,0.1025,35.0,65.8,115,16.4,1,2,16:05:02.91,+08:25:35.0
J160505.16+452634.8,1169,629,52753,0.0433,114.7,97.9,56,14.37,1,0,16:05:05.16,+45:26:34.8
J160507.89+174527.6,2199,111,53556,0.0334,117.3,78.1,111,13.87,1,0,16:05:07.89,+17:45:27.6
J160512.39+452711.9,1169,635,52753,0.0435,114.7,97.9,56,16.25,1,0,16:05:12.39,+45:27:11.9
J160526.61+175435.6,2196,563,53534,0.041,79.6,64.5,289,14.73,1,0,16:05:26.61,+17:54:35.6
J160527.62+174858.4,2196,566,53534,0.0335,48.6,32.4,47,17.09,2,0,16:05:27.62,+17:48:58.4
J160527.91+174946.7,2200,421,53875,0.0337,48.6,32.4,47,16.52,2,0,16:05:27.91,+17:49:46.7
J160529.43+175543.0,2200,371,53875,0.04,79.6,64.5,289,15.09,2,0,16:05:29.43,+17:55:43.0
J160544.23+172143.8,2199,68,53556,0.035,105.4,73.5,398,14.21,1,0,16:05:44.23,+17:21:43.8
J160550.75+172222.8,2199,74,53556,0.0364,105.4,73.5,398,16.02,2,0,16:05:50.75,+17:22:22.8
J160556.91-001355.0,344,63,51693,0.0483,95.9,90.2,71,16.26,1,0,16:05:56.91,-00:13:55.0
J160600.77-001238.5,344,61,51693,0.048,95.9,90.2,71,17.47,2,0,16:06:00.77,-00:12:38.5
J160614.84+181058.4,2200,441,53875,0.0394,47.2,36.8,22,14.37,2,0,16:06:14.84,+18:10:58.4
J160616.12+181015.3,2967,208,54584,0.0395,47.2,36.8,22,15.78,1,0,16:06:16.12,+18:10:15.3
J160622.82+194640.7,2967,535,54584,0.0391,124.2,97.1,113,14.12,1,0,16:06:22.82,+19:46:40.7
J160628.37+331950.7,1419,415,53144,0.0595,29.1,33.7,155,17.11,2,0,16:06:28.37,+33:19:50.7
J160628.63+194512.2,2967,528,54584,0.0395,124.2,97.1,113,15.9,2,0,16:06:28.63,+19:45:12.2
J160630.12+331938.0,1418,24,53142,0.06,29.1,33.7,155,15.91,2,0,16:06:30.12,+33:19:38.0
J160632.20+174249.9,2199,78,53556,0.0403,84.7,67.6,218,14.29,2,0,16:06:32.20,+17:42:49.9
J160632.99+532632.2,621,475,52055,0.0878,56.6,92.9,168,16.52,2,0,16:06:32.99,+53:26:32.2
J160633.02+532535.6,621,476,52055,0.0872,56.6,92.9,168,16.93,2,0,16:06:33.02,+53:25:35.6
J160633.13+174632.3,2199,77,53556,0.0379,86.6,63.2,330,14.89,1,0,16:06:33.13,+17:46:32.3
J160635.89+174145.8,2199,80,53556,0.0396,84.7,67.6,218,15.79,2,0,16:06:35.89,+17:41:45.8
J160638.60+174659.8,2199,31,53556,0.0368,86.6,63.2,330,14.99,1,0,16:06:38.60,+17:46:59.8
J160639.35+174540.3,2199,32,53556,0.039,106.8,82.6,318,13.98,1,0,16:06:39.35,+17:45:40.3
J160703.75+052441.6,1823,349,53886,0.0646,44.5,55.3,397,17.02,2,0,16:07:03.75,+05:24:41.6
J160705.21+052520.3,1837,600,53494,0.0632,44.5,55.3,397,15.82,2,0,16:07:05.21,+05:25:20.3
J160709.88+183828.6,2968,343,54585,0.0388,96.5,74.2,308,14.05,1,0,16:07:09.88,+18:38:28.6
J160710.49+184004.7,2968,346,54585,0.0399,96.5,74.2,308,16.0,2,0,16:07:10.49,+18:40:04.7
J160715.79+184140.8,2967,139,54584,0.0385,124.7,95.1,400,15.9,1,0,16:07:15.79,+18:41:40.8
J160737.24+450355.2,1169,33,52753,0.0441,7.6,6.6,14,17.54,1,3,16:07:37.24,+45:03:55.2
J160737.74+450355.2,814,358,52443,0.0442,7.6,6.6,14,14.5,1,3,16:07:37.74,+45:03:55.2
J160746.29+253112.2,1656,575,53533,0.0398,63.1,49.7,250,17.8,2,0,16:07:46.29,+25:31:12.2
J160746.72+253215.0,1656,612,53533,0.0407,63.1,49.7,250,16.47,0,0,16:07:46.72,+25:32:15.0
J160828.43+184633.0,2967,114,54584,0.0388,30.3,23.3,199,15.49,2,0,16:08:28.43,+18:46:33.0
J160830.45+184630.8,2968,397,54585,0.0381,30.3,23.3,199,17.26,2,0,16:08:30.45,+18:46:30.8
J160925.69+181257.6,2967,48,54584,0.0371,55.8,41.0,272,15.88,2,0,16:09:25.69,+18:12:57.6
J160929.41+181259.4,2968,272,54585,0.0361,55.8,41.0,272,17.05,0,0,16:09:29.41,+18:12:59.4
J160933.21+283058.1,1577,432,53495,0.1704,3.0,8.8,204,17.77,0,2,16:09:33.21,+28:30:58.1
J160933.41+283058.4,1578,5,53496,0.1696,3.0,8.8,204,17.25,0,2,16:09:33.41,+28:30:58.4
J160951.81+254111.7,1393,133,52824,0.0416,93.6,76.9,149,14.16,2,0,16:09:51.81,+25:41:11.7
J160952.68+253938.9,1393,135,52824,0.0411,93.6,76.9,149,15.07,1,0,16:09:52.68,+25:39:38.9
J161008.83+004610.9,345,444,51690,0.0419,70.2,58.1,396,15.35,1,0,16:10:08.83,+00:46:10.9
J161012.08+004701.4,345,456,51690,0.0433,70.2,58.1,396,14.57,1,0,16:10:12.08,+00:47:01.4
J161034.86+044516.8,1823,157,53886,0.04,120.3,95.3,83,14.41,2,0,16:10:34.86,+04:45:16.8
J161039.90+044650.5,1823,151,53886,0.0403,120.3,95.3,83,14.7,5,0,16:10:39.90,+04:46:50.5
J161146.15+312428.3,1420,354,53146,0.0936,24.6,43.1,198,17.67,2,0,16:11:46.15,+31:24:28.3
J161146.85+312450.6,1419,86,53144,0.0943,24.6,43.1,198,15.97,1,0,16:11:46.85,+31:24:50.6
J161259.73+295750.1,1406,491,52876,0.0625,78.8,94.9,288,16.85,2,0,16:12:59.73,+29:57:50.1
J161304.34+295712.4,1406,499,52876,0.0615,78.8,94.9,288,15.73,1,0,16:13:04.34,+29:57:12.4
J161308.29+205349.0,2206,454,53795,0.0546,41.1,43.3,150,14.7,5,0,16:13:08.29,+20:53:49.0
J161311.02+205344.4,2205,624,53793,0.0541,41.1,43.3,150,15.02,1,0,16:13:11.02,+20:53:44.4
J161411.59+060903.7,1731,181,53884,0.0393,88.9,69.3,35,14.81,1,0,16:14:11.59,+06:09:03.7
J161417.16+060934.0,1731,194,53884,0.0395,88.9,69.3,35,14.73,2,0,16:14:17.16,+06:09:34.0
J161504.48+251439.8,1575,200,53493,0.0938,34.9,60.7,26,17.24,2,1,16:15:04.48,+25:14:39.8
J161505.81+251508.4,1576,290,53496,0.0939,34.9,60.7,26,17.07,2,1,16:15:05.81,+25:15:08.4
J161512.13+210811.2,1853,233,53566,0.0552,28.3,30.3,169,15.76,2,0,16:15:12.13,+21:08:11.2
J161513.92+210802.0,2206,529,53795,0.0546,28.3,30.3,169,15.37,1,0,16:15:13.92,+21:08:02.0
J161527.66+272853.0,1577,72,53495,0.1328,32.4,76.5,16,17.48,2,0,16:15:27.66,+27:28:53.0
J161528.47+272923.0,1576,322,53496,0.1329,32.4,76.5,16,17.16,2,0,16:15:28.47,+27:29:23.0
J161546.79+133900.6,2527,585,54569,0.0951,56.4,99.5,348,16.94,2,1,16:15:46.79,+13:39:00.6
J161547.45+371712.8,1337,285,52767,0.0672,33.6,42.7,280,15.97,2,2,16:15:47.45,+37:17:12.8
J161547.90+383354.6,1336,102,52759,0.0337,58.6,39.4,127,16.7,1,0,16:15:47.90,+38:33:54.6
J161547.93+383453.2,1336,105,52759,0.0342,58.6,39.4,127,14.62,2,0,16:15:47.93,+38:34:53.2
J161548.00+371745.4,1056,608,52764,0.0662,33.6,42.7,280,15.86,1,2,16:15:48.00,+37:17:45.4
J161549.42+133820.3,2527,589,54569,0.0939,56.4,99.5,348,15.59,1,1,16:15:49.42,+13:38:20.3
J161555.23+151747.4,2198,472,53918,0.031,53.5,33.1,102,18.26,2,0,16:15:55.23,+15:17:47.4
J161558.72+151758.3,2201,219,53904,0.0306,53.5,33.1,102,16.85,2,0,16:15:58.72,+15:17:58.3
J161635.24+183934.9,2968,588,54585,0.0739,30.2,42.4,73,16.9,2,0,16:16:35.24,+18:39:34.9
J161636.30+183909.2,2969,405,54586,0.0737,30.2,42.4,73,16.88,1,0,16:16:36.30,+18:39:09.2
J161641.17+260703.2,1575,424,53493,0.0424,110.3,92.2,120,15.3,1,0,16:16:41.17,+26:07:03.2
J161647.97+260744.9,1575,430,53493,0.042,110.3,92.2,120,16.67,2,0,16:16:47.97,+26:07:44.9
J161708.89+222623.9,1853,523,53566,0.0655,4.2,5.3,89,17.3,2,2,16:17:08.89,+22:26:23.9
J161708.96+222628.0,1657,90,53520,0.0658,4.2,5.3,89,16.48,0,2,16:17:08.96,+22:26:28.0
J161725.63+350808.6,1057,394,52522,0.031,149.4,96.2,358,13.74,1,0,16:17:25.63,+35:08:08.6
J161735.59+350802.8,1057,385,52522,0.0323,149.4,96.2,358,14.53,2,0,16:17:35.59,+35:08:02.8
J161750.59+400831.4,1336,639,52759,0.0779,8.5,12.5,80,17.51,2,2,16:17:50.59,+40:08:31.4
J161750.97+400837.6,1171,242,52753,0.0781,8.5,12.5,80,19.65,2,2,16:17:50.97,+40:08:37.6
J161755.30+353721.0,1056,43,52764,0.071,44.3,59.9,176,16.16,2,1,16:17:55.30,+35:37:21.0
J161756.27+353802.8,1057,362,52522,0.0703,44.3,59.9,176,15.79,2,1,16:17:56.27,+35:38:02.8
J161800.75+252335.1,1574,356,53476,0.1127,20.4,41.7,288,16.18,1,2,16:18:00.75,+25:23:35.1
J161801.66+252350.3,1576,217,53496,0.1116,20.4,41.7,288,16.2,2,2,16:18:01.66,+25:23:50.3
J161814.05+124720.1,2527,17,54569,0.0506,19.4,19.2,240,15.26,1,1,16:18:14.05,+12:47:20.1
J161814.81+124735.8,2530,312,53881,0.0498,19.4,19.2,240,15.86,2,1,16:18:14.81,+12:47:35.8
J161815.45+150558.1,2201,94,53904,0.0713,60.2,80.8,266,15.54,2,0,16:18:15.45,+15:05:58.1
J161818.23+150641.5,2201,92,53904,0.0703,60.2,80.8,266,17.45,2,0,16:18:18.23,+15:06:41.5
J161821.99+423405.1,1171,523,52753,0.0593,74.2,85.1,67,15.26,1,0,16:18:21.99,+42:34:05.1
J161825.96+423320.8,1171,526,52753,0.059,74.2,85.1,67,16.11,1,0,16:18:25.96,+42:33:20.8
J162027.56+362140.2,1056,26,52764,0.03,138.5,83.3,128,16.82,1,0,16:20:27.56,+36:21:40.2
J162036.73+362156.6,1056,28,52764,0.0305,138.5,83.3,128,16.75,0,0,16:20:36.73,+36:21:56.6
J162055.18+260525.8,1575,504,53493,0.0963,29.4,52.9,229,16.1,1,0,16:20:55.18,+26:05:25.8
J162055.72+260554.1,1574,380,53476,0.0971,29.4,52.9,229,17.48,2,0,16:20:55.72,+26:05:54.1
J162104.22+212025.9,1853,593,53566,0.0319,142.9,91.3,29,14.19,2,0,16:21:04.22,+21:20:25.9
J162104.86+005240.9,346,615,51693,0.0483,70.1,65.5,176,16.03,2,0,16:21:04.86,+00:52:40.9
J162105.04+005350.9,346,604,51693,0.0477,70.1,65.5,176,15.17,1,0,16:21:05.04,+00:53:50.9
J162111.10+211847.1,1853,39,53566,0.032,142.9,91.3,29,16.37,2,0,16:21:11.10,+21:18:47.1
J162156.50+254110.9,1575,545,53493,0.1009,20.4,38.0,382,17.42,0,0,16:21:56.50,+25:41:10.9
J162157.06+254129.5,1576,101,53496,0.0995,20.4,38.0,382,16.88,1,0,16:21:57.06,+25:41:29.5
J162220.61+143908.1,2208,253,53880,0.0667,28.2,36.1,32,16.4,2,2,16:22:20.61,+14:39:08.1
J162220.77+143936.3,2202,428,53566,0.0666,28.2,36.1,32,17.2,2,2,16:22:20.77,+14:39:36.3
