SDSS1,z1,dV,rmag1,RA1,Dec1,SDSS2,z2,rmag2,RA2,Dec2,System Type,Selection Method,Name1,Name2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV_rwp,z1_type,z2_type,Paper(s),BibCode(s),DOI(s),Notes,Confirmation Method,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2
J115832.68+303921.8,0.0811,87.0,16.59,11:58:32.68,+30:39:21.8,J115835.76+303900.1,0.0808,16.84,11:58:35.76,+30:39:00.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J115832.68+303921.8,J115835.76+303900.1,179.63616666666664,30.656055555555554,179.64899999999997,30.650027777777776,J2000,Optical,SDSS,J2000,Optical,SDSS,45.282609496770995,69.22415183167381,82.98256003764752,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J115852.44+503231.4,0.1216,351.0,17.03,11:58:52.44,+50:32:31.4,J115855.16+503234.2,0.1229,16.61,11:58:55.16,+50:32:34.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J115852.44+503231.4,J115855.16+503234.2,179.71849999999998,50.54205555555556,179.72983333333332,50.542833333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,26.079408149664847,57.06461558278456,-346.3576472307836,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J115940.72-032102.8,0.0463,49.0,16.25,11:59:40.72,-03:21:02.8,J115947.11-032115.7,0.0461,15.71,11:59:47.11,-03:21:15.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J115940.72-032102.8,J115947.11-032115.7,179.91966666666661,-3.350777777777778,179.94629166666664,-3.3543611111111113,J2000,Optical,SDSS,J2000,Optical,SDSS,96.5516081079628,87.77896336324328,57.15924245235024,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120014.26+124951.8,0.0829,275.0,16.26,12:00:14.26,+12:49:51.8,J120017.85+124916.1,0.0819,17.12,12:00:17.85,+12:49:16.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120014.26+124951.8,J120017.85+124916.1,180.05941666666666,12.831055555555555,180.07437499999997,12.821138888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,63.4933627845947,99.01044609002844,276.237930707471,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120026.13+115945.3,0.0438,60.0,16.28,12:00:26.13,+11:59:45.3,J120029.80+115932.2,0.0436,14.32,12:00:29.80,+11:59:32.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120026.13+115945.3,J120029.80+115932.2,180.10887499999995,11.995916666666666,180.12416666666664,11.992277777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,55.41876129184794,47.804750212710886,57.29615737380482,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120053.39+133644.5,0.0824,52.0,17.57,12:00:53.39,+13:36:44.5,J120053.51+133700.1,0.0822,16.56,12:00:53.51,+13:37:00.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120053.39+133644.5,J120053.51+133700.1,180.2224583333333,13.612361111111111,180.2229583333333,13.616694444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,15.697785793544927,24.345329739630706,55.25270210614515,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120157.72+295926.7,0.072,183.0,17.43,12:01:57.72,+29:59:26.7,J120157.88+295945.6,0.0713,16.54,12:01:57.88,+29:59:45.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120157.72+295926.7,J120157.88+295945.6,180.49049999999997,29.990750000000002,180.49116666666666,29.996000000000002,J2000,Optical,SDSS,J2000,Optical,SDSS,19.013957419336837,26.080291999744304,195.30628253128398,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120207.00+041205.0,0.1356,142.0,17.36,12:02:07.00,+04:12:05.0,J120207.31+041203.3,0.1362,17.2,12:02:07.31,+04:12:03.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120207.00+041205.0,J120207.31+041203.3,180.52916666666664,4.201388888888889,180.53045833333329,4.200916666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,4.93927696614842,11.863166693595455,-157.9364270502533,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120233.95+204855.6,0.0223,441.0,15.03,12:02:33.95,+20:48:55.6,J120248.45+204852.8,0.0238,15.22,12:02:48.45,+20:48:52.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120233.95+204855.6,J120248.45+204852.8,180.6414583333333,20.815444444444445,180.70187499999997,20.814666666666668,J2000,Optical,SDSS,J2000,Optical,SDSS,203.32356176868922,91.62561009784001,-438.3947597468073,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120238.12+544735.5,0.0495,178.0,15.68,12:02:38.12,+54:47:35.5,J120240.07+544700.3,0.0489,15.58,12:02:40.07,+54:47:00.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120238.12+544735.5,J120240.07+544700.3,180.6588333333333,54.793194444444445,180.6669583333333,54.78341666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,39.03185715043478,37.79427360203124,170.98740500648833,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120238.20+173155.1,0.0768,88.0,16.01,12:02:38.20,+17:31:55.1,J120239.40+173256.8,0.0771,16.31,12:02:39.40,+17:32:56.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120238.20+173155.1,J120239.40+173256.8,180.65916666666664,17.531972222222223,180.66416666666663,17.549111111111113,J2000,Optical,SDSS,J2000,Optical,SDSS,64.04264984084152,93.17666859395308,-83.29077325765418,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120350.79+413855.6,0.078,220.0,16.47,12:03:50.79,+41:38:55.6,J120351.83+413815.4,0.0772,17.13,12:03:51.83,+41:38:15.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120350.79+413855.6,J120351.83+413815.4,180.96162499999997,41.64877777777778,180.9659583333333,41.63761111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,41.85624448206356,61.76251688014042,221.97472813812317,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120415.48+281215.8,0.0793,425.0,15.97,12:04:15.48,+28:12:15.8,J120416.29+281208.2,0.0809,15.64,12:04:16.29,+28:12:08.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120415.48+281215.8,J120416.29+281208.2,181.06449999999998,28.20438888888889,181.06787499999996,28.202277777777777,J2000,Optical,SDSS,J2000,Optical,SDSS,13.130522391661785,19.6683870479349,-442.9217086864197,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120417.49+033550.3,0.201,108.0,16.71,12:04:17.49,+03:35:50.3,J120418.49+033524.6,0.2006,17.62,12:04:18.49,+03:35:24.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120417.49+033550.3,J120418.49+033524.6,181.07287499999998,3.5973055555555558,181.07704166666664,3.5901666666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,29.742326471073927,98.52341518662851,99.60026372601406,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120432.52+201217.8,0.0207,23.0,13.24,12:04:32.52,+20:12:17.8,J120440.44+201358.2,0.0208,17.23,12:04:40.44,+20:13:58.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120432.52+201217.8,J120440.44+201358.2,181.13549999999998,20.204944444444443,181.16849999999997,20.232833333333332,J2000,Optical,SDSS,J2000,Optical,SDSS,150.02608260999077,62.87821232837801,-29.292187047042237,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120437.98+525717.2,0.0816,201.0,16.11,12:04:37.98,+52:57:17.2,J120439.55+525726.3,0.0808,16.17,12:04:39.55,+52:57:26.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120437.98+525717.2,J120439.55+525726.3,181.15824999999998,52.95477777777778,181.16479166666664,52.95730555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,16.854844223820958,25.91004374236875,221.23563379643355,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120443.32+311038.2,0.025,0.0,13.31,12:04:43.32,+31:10:38.2,J120445.20+311132.9,0.025,15.16,12:04:45.20,+31:11:32.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120443.32+311038.2,J120445.20+311132.9,181.18049999999997,31.17727777777778,181.1883333333333,31.19247222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,59.7838755485099,30.104749621873328,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120459.38+322117.0,0.0601,252.0,15.37,12:04:59.38,+32:21:17.0,J120500.24+321952.2,0.0592,15.91,12:05:00.24,+32:19:52.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120459.38+322117.0,J120500.24+321952.2,181.24741666666662,32.35472222222222,181.251,32.33116666666667,J2000,Optical,SDSS,J2000,Optical,SDSS,85.49749606196849,99.26444133263212,253.95173073151892,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120502.23+381443.5,0.0238,71.0,15.13,12:05:02.23,+38:14:43.5,J120514.73+381408.2,0.0236,13.54,12:05:14.73,+38:14:08.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120502.23+381443.5,J120514.73+381408.2,181.25929166666666,38.24541666666667,181.311375,38.23561111111111,J2000,Optical,SDSS,J2000,Optical,SDSS,151.43779455231083,72.70261336560084,58.41555087367308,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120515.24+201838.5,0.0226,521.0,15.18,12:05:15.24,+20:18:38.5,J120527.92+201831.5,0.0244,13.56,12:05:27.92,+20:18:31.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120515.24+201838.5,J120527.92+201831.5,181.31349999999998,20.310694444444444,181.3663333333333,20.30875,J2000,Optical,SDSS,J2000,Optical,SDSS,178.51257303849283,81.49751924381333,-525.84229003158,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120521.85+224351.2,0.0735,591.0,16.98,12:05:21.85,+22:43:51.2,J120526.43+224337.5,0.0757,16.77,12:05:26.43,+22:43:37.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120521.85+224351.2,J120526.43+224337.5,181.34104166666665,22.730888888888888,181.36012499999998,22.727083333333333,J2000,Optical,SDSS,J2000,Optical,SDSS,64.82905526870789,90.61582711282595,-612.1341063994247,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120537.43+203320.6,0.0241,424.0,13.42,12:05:37.43,+20:33:20.6,J120540.09+203320.6,0.0256,13.77,12:05:40.09,+20:33:20.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120537.43+203320.6,J120540.09+203320.6,181.40595833333333,20.555722222222222,181.41704166666668,20.555722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,37.3596131558057,18.15520653458538,-437.624783924419,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120617.07+143850.7,0.0658,97.0,15.22,12:06:17.07,+14:38:50.7,J120618.50+143753.6,0.0654,15.97,12:06:18.50,+14:37:53.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120617.07+143850.7,J120618.50+143753.6,181.57112499999997,14.647416666666667,181.5770833333333,14.631555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,60.754614456685,76.71200363293865,112.23723328352855,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120702.26+584959.2,0.0316,130.0,14.47,12:07:02.26,+58:49:59.2,J120702.92+584943.7,0.0312,15.39,12:07:02.92,+58:49:43.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120702.26+584959.2,J120702.92+584943.7,181.75941666666665,58.833111111111116,181.76216666666667,58.82880555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,16.324958194562903,10.308749643165436,115.95888646779999,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120712.74+135302.2,0.0809,100.0,15.9,12:07:12.74,+13:53:02.2,J120712.93+135357.3,0.0813,17.43,12:07:12.93,+13:53:57.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120712.74+135302.2,J120712.93+135357.3,181.80308333333332,13.883944444444444,181.80387499999998,13.89925,J2000,Optical,SDSS,J2000,Optical,SDSS,55.16941462299546,84.1498027341572,-110.62806022273308,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120757.55+362530.7,0.2154,227.0,17.77,12:07:57.55,+36:25:30.7,J120757.80+362535.0,0.2163,17.87,12:07:57.80,+36:25:35.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120757.55+362530.7,J120757.80+362535.0,181.98979166666666,36.42519444444444,181.9908333333333,36.42638888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,5.253037145758729,18.360486426276314,-221.32661359377215,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120802.08+094557.1,0.0694,37.0,14.53,12:08:02.08,+09:45:57.1,J120805.31+094645.2,0.0693,16.09,12:08:05.31,+09:46:45.2,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120802.08+094557.1,J120805.31+094645.2,182.00866666666664,9.76586111111111,182.02212499999996,9.779222222222224,J2000,Optical,SDSS,J2000,Optical,SDSS,67.77449455187121,89.8779074600687,27.960910772562315,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120802.65+140645.2,0.0572,29.0,16.65,12:08:02.65,+14:06:45.2,J120805.00+140750.4,0.0571,15.51,12:08:05.00,+14:07:50.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120802.65+140645.2,J120805.00+140750.4,182.01104166666664,14.112555555555556,182.0208333333333,14.130666666666666,J2000,Optical,SDSS,J2000,Optical,SDSS,73.61818334897426,81.62635361223619,28.283592615159005,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120806.99+330628.5,0.0781,94.0,16.31,12:08:06.99,+33:06:28.5,J120807.70+330627.3,0.0784,16.87,12:08:07.70,+33:06:27.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120806.99+330628.5,J120807.70+330627.3,182.02912499999996,33.10791666666667,182.0320833333333,33.10758333333334,J2000,Optical,SDSS,J2000,Optical,SDSS,9.00126491961744,13.297627927863294,-83.19035313150404,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120808.19+250158.4,0.0227,421.0,15.31,12:08:08.19,+25:01:58.4,J120809.09+250444.0,0.0241,14.26,12:08:09.09,+25:04:44.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120808.19+250158.4,J120809.09+250444.0,182.03412499999996,25.032888888888888,182.03787499999999,25.078888888888887,J2000,Optical,SDSS,J2000,Optical,SDSS,166.05096420313637,76.13459066046794,-409.0285364067941,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120821.75+122701.8,0.0665,186.0,15.79,12:08:21.75,+12:27:01.8,J120822.64+122725.8,0.0658,14.7,12:08:22.64,+12:27:25.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120821.75+122701.8,J120822.64+122725.8,182.09062499999996,12.4505,182.0943333333333,12.457166666666666,J2000,Optical,SDSS,J2000,Optical,SDSS,27.31179332461059,34.8236007381259,196.31381835918435,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120844.42+412141.9,0.0961,37.0,17.07,12:08:44.42,+41:21:41.9,J120846.14+412146.6,0.0962,17.25,12:08:46.14,+41:21:46.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120844.42+412141.9,J120846.14+412146.6,182.18508333333332,41.36163888888889,182.19224999999994,41.362944444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,19.92631417399484,35.475362721823224,-27.277288635502043,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120928.03+110220.2,0.107,3.0,16.52,12:09:28.03,+11:02:20.2,J120928.78+110151.5,0.107,16.42,12:09:28.78,+11:01:51.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120928.03+110220.2,J120928.78+110151.5,182.36679166666664,11.038944444444445,182.36991666666665,11.030972222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,30.750863923747428,60.19912995751122,0.0,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120943.73+153709.7,0.081,156.0,16.52,12:09:43.73,+15:37:09.7,J120946.44+153723.6,0.0804,17.5,12:09:46.44,+15:37:23.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120943.73+153709.7,J120946.44+153723.6,182.4322083333333,15.619361111111111,182.44349999999997,15.623222222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,41.54292395415081,63.436301102598506,166.00350344714576,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120945.21+321701.1,0.1444,441.0,14.7,12:09:45.21,+32:17:01.1,J120946.76+321716.0,0.1461,17.41,12:09:46.76,+32:17:16.0,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120945.21+321701.1,J120946.76+321716.0,182.43837499999998,32.28363888888889,182.44483333333332,32.28777777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,24.664674360510137,62.46523262009085,-443.83297969927816,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120951.06+592652.8,0.0443,115.0,14.02,12:09:51.06,+59:26:52.8,J120952.67+592842.7,0.0439,15.75,12:09:52.67,+59:28:42.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120951.06+592652.8,J120952.67+592842.7,182.46274999999997,59.44799999999999,182.4694583333333,59.47852777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,110.58287593412003,96.42142136554268,114.54841069970276,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J120959.18+251125.9,0.0814,176.0,15.69,12:09:59.18,+25:11:25.9,J121000.36+251042.5,0.0808,16.99,12:10:00.36,+25:10:42.5,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J120959.18+251125.9,J121000.36+251042.5,182.49658333333332,25.190527777777778,182.50149999999996,25.178472222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,46.261426351097555,70.95736804763682,165.94208323518117,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121026.39+113924.3,0.0625,156.0,15.94,12:10:26.39,+11:39:24.3,J121026.53+113808.4,0.0631,16.71,12:10:26.53,+11:38:08.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121026.39+113924.3,J121026.53+113808.4,182.60995833333328,11.65675,182.61054166666665,11.635666666666665,J2000,Optical,SDSS,J2000,Optical,SDSS,75.92786240660585,91.41583842378489,-168.79938436745186,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121028.48+273102.1,0.0446,156.0,14.99,12:10:28.48,+27:31:02.1,J121030.30+273113.4,0.044,16.32,12:10:30.30,+27:31:13.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121028.48+273102.1,J121030.30+273113.4,182.61866666666663,27.51725,182.62624999999997,27.52038888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,26.718435902067334,23.446225049648977,171.78970142179256,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121103.55+292506.8,0.1436,70.0,17.69,12:11:03.55,+29:25:06.8,J121103.67+292504.4,0.1439,17.65,12:11:03.67,+29:25:04.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121103.55+292506.8,J121103.67+292504.4,182.76479166666664,29.418555555555557,182.76529166666666,29.41788888888889,J2000,Optical,SDSS,J2000,Optical,SDSS,2.866761619329531,7.226535549263013,-78.42622815929082,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121103.61+304758.7,0.0713,88.0,17.13,12:11:03.61,+30:47:58.7,J121104.47+304758.3,0.0716,15.49,12:11:04.47,+30:47:58.3,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121103.61+304758.7,J121104.47+304758.3,182.76504166666666,30.79963888888889,182.768625,30.79952777777778,J2000,Optical,SDSS,J2000,Optical,SDSS,11.087848160152227,15.07298757491549,-83.71832399274116,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121114.45+495016.7,0.2208,53.0,18.84,12:11:14.45,+49:50:16.7,J121114.52+495022.4,0.2206,17.93,12:11:14.52,+49:50:22.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121114.45+495016.7,J121114.52+495022.4,182.8102083333333,49.83797222222223,182.8105,49.839555555555556,J2000,Optical,SDSS,J2000,Optical,SDSS,5.74008565734098,20.44708694320599,48.988285081310615,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121125.11+160710.7,0.0792,127.0,17.81,12:11:25.11,+16:07:10.7,J121126.93+160634.1,0.0797,15.53,12:11:26.93,+16:06:34.1,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121125.11+160710.7,J121126.93+160634.1,182.854625,16.11963888888889,182.8622083333333,16.109472222222223,J2000,Optical,SDSS,J2000,Optical,SDSS,45.02703318120064,67.36938058680204,-138.49644910007225,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121150.91+150857.0,0.072,261.0,15.9,12:11:50.91,+15:08:57.0,J121152.68+150844.6,0.073,17.93,12:11:52.68,+15:08:44.6,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121150.91+150857.0,J121152.68+150844.6,182.962125,15.149166666666666,182.96949999999998,15.145722222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,28.469842855661714,39.05035645590441,-278.7878181952835,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121155.64+372113.4,0.0838,108.0,16.72,12:11:55.64,+37:21:13.4,J121156.28+372109.9,0.0834,16.05,12:11:56.28,+37:21:09.9,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121155.64+372113.4,J121156.28+372109.9,182.9818333333333,37.353722222222224,182.9845,37.35275,J2000,Optical,SDSS,J2000,Optical,SDSS,8.395489817561327,13.22010809306372,110.37282754315405,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121217.01+023512.5,0.0818,392.0,16.0,12:12:17.01,+02:35:12.5,J121218.29+023412.8,0.0832,17.51,12:12:18.29,+02:34:12.8,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121217.01+023512.5,J121218.29+023412.8,183.07087499999997,2.586805555555556,183.07620833333328,2.570222222222222,J2000,Optical,SDSS,J2000,Optical,SDSS,62.705533147386284,96.60766724580907,-386.69729788372314,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121251.95+223530.2,0.0843,65.0,16.53,12:12:51.95,+22:35:30.2,J121253.34+223526.7,0.084,16.4,12:12:53.34,+22:35:26.7,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121251.95+223530.2,J121253.34+223526.7,183.21645833333332,22.59172222222222,183.22224999999997,22.59075,J2000,Optical,SDSS,J2000,Optical,SDSS,19.5657506388132,30.975431463196205,82.73762697310373,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121333.02+142900.1,0.0638,84.0,16.08,12:13:33.02,+14:29:00.1,J121334.12+142842.4,0.0635,15.91,12:13:34.12,+14:28:42.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121333.02+142900.1,J121334.12+142842.4,183.3875833333333,14.48336111111111,183.39216666666667,14.478444444444445,J2000,Optical,SDSS,J2000,Optical,SDSS,23.84358560070797,29.259670620727466,84.3322504734789,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
J121345.95+024839.0,0.073,38.0,19.32,12:13:45.95,+02:48:39.0,J121346.11+024841.4,0.0731,16.42,12:13:46.11,+02:48:41.4,Dual AGN Candidate,Fiber Spectra / Optical Spectroscopic Emission Line Ratios,J121345.95+024839.0,J121346.11+024841.4,183.44145833333332,2.810833333333333,183.44212499999998,2.8114999999999997,J2000,Optical,SDSS,J2000,Optical,SDSS,3.3920709231800883,4.711814676923216,-27.864498331933866,spec,spec,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101, ,,,,,,,
