System Type,Equinox,Brightness1,Brightness_band1,Brightness_type1,Paper(s),BibCode(s),DOI(s),Notes,Name1,Name2,Selection Method,Confirmation Method,z1,z1_type,z2,z2_type,RA1,Dec1,RA2,Dec2,RA1_deg,Dec1_deg,RA2_deg,Dec2_deg,Brightness2,Brightness_band2,Brightness_type2,dV,Coordinate_waveband1,Coordinate_Source1,Equinox1,Sep
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1500-0450,J1500-0450,X-Shaped Radio Source,-99,,,-99,-99,15:0:16.24,-4:50:36.6,15:0:16.24,-4:50:36.6,225.06766666666664,-4.8435,225.06766666666664,-4.8435,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,20.9,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1501+0752,J1501+0752,X-Shaped Radio Source,-99,0.659,-99,-99,-99,15:1:57.44,+7:52:26.7,15:1:57.44,+7:52:26.7,225.48933333333332,7.874083333333334,225.48933333333332,7.874083333333334,20.9,20.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1501-0751,J1501-0751,X-Shaped Radio Source,-99,0.208,PHOT,-99,-99,15:1:20.36,-7:51:6.4,15:1:20.36,-7:51:6.4,225.33483333333334,-7.8517777777777775,225.33483333333334,-7.8517777777777775,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J150228.9+524420,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:2:28.993,+52:44:20.06,15:2:28.993,+52:44:20.06,225.62080416666663,52.738905555555554,225.62080416666663,52.738905555555554,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J150407.8+574916,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:4:7.838,+57:49:16.37,15:4:7.838,+57:49:16.37,226.0326583333333,57.82121388888889,226.0326583333333,57.82121388888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1506+0740,J1506+0740,X-Shaped Radio Source,-99,0.684,PHOT,-99,-99,15:6:36.54,+7:40:16.9,15:6:36.54,+7:40:16.9,226.65224999999995,7.6713611111111115,226.65224999999995,7.6713611111111115,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1506-0046,J1506-0046,X-Shaped Radio Source,-99,,,-99,-99,15:6:51.23,-0:46:29.4,15:6:51.23,-0:46:29.4,226.71345833333328,-0.7748333333333334,226.71345833333328,-0.7748333333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J150619.4+202742,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:6:19.459,+20:27:42.75,15:6:19.459,+20:27:42.75,226.58107916666663,20.461875,226.58107916666663,20.461875,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1508+6137,J1508+6137,X-Shaped Radio Source,-99,0.385,PHOT,-99,-99,15:8:16.29,+61:37:56.3,15:8:16.29,+61:37:56.3,227.06787499999996,61.632305555555554,227.06787499999996,61.632305555555554,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1508-0730,J1508-0730,X-Shaped Radio Source,-99,,,-99,-99,15:8:55.22,-7:30:36.4,15:8:55.22,-7:30:36.4,227.2300833333333,-7.510111111111111,227.2300833333333,-7.510111111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1509+2124,J1509+2124,X-Shaped Radio Source,-99,0.311,SPEC,-99,-99,15:9:4.13,+21:24:15.1,15:9:4.13,+21:24:15.1,227.26720833333331,21.404194444444443,227.26720833333331,21.404194444444443,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1511+0455,J1511+0455,X-Shaped Radio Source,-99,0.893,PHOT,-99,-99,15:11:49.3,+4:55:36.1,15:11:49.3,+4:55:36.1,227.95541666666665,4.926694444444445,227.95541666666665,4.926694444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J151340.0+260730,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:13:40.072,+26:7:30.69,15:13:40.072,+26:7:30.69,228.41696666666664,26.125191666666666,228.41696666666664,26.125191666666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,920.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1515-0532,J1515-0532,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:15:33.66,-5:32:51.0,15:15:33.66,-5:32:51.0,228.89024999999995,-5.5475,228.89024999999995,-5.5475,920.0,920.0,Flux: mJy,-99,Optical,APM,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J151625.8+321456,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:16:25.838,+32:14:56.08,15:16:25.838,+32:14:56.08,229.10765833333332,32.24891111111111,229.10765833333332,32.24891111111111,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1517+2122,J1517+2122,X-Shaped Radio Source,-99,0.349,PHOT,-99,-99,15:17:4.61,+21:22:42.1,15:17:4.61,+21:22:42.1,229.2692083333333,21.37836111111111,229.2692083333333,21.37836111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1522+1012,J1522+1012,X-Shaped Radio Source,-99,0.267,PHOT,-99,-99,15:22:17.25,+10:12:58.6,15:22:17.25,+10:12:58.6,230.57187499999998,10.216277777777776,230.57187499999998,10.216277777777776,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,107.0,1.4 GHz NVSS,Flux: mJy,Cheung+2007 ; Roberts+2018,2007AJ....133.2097C ; 2018ApJ...852...47R,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49, ,J1522+4527,J1522+4527,X-Shaped Radio Source,-99,0.45,-99,-99,-99,15:22:13.1,+45:27:57.0,15:22:13.1,+45:27:57.0,230.5545833333333,45.465833333333336,230.5545833333333,45.465833333333336,107.0,107.0,Flux: mJy,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1522-0504,J1522-0504,X-Shaped Radio Source,-99,,,-99,-99,15:22:45.38,-5:4:4.3,15:22:45.38,-5:4:4.3,230.68908333333331,-5.067861111111111,230.68908333333331,-5.067861111111111,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J152331.5+211656,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:23:31.578,+21:16:56.5,15:23:31.578,+21:16:56.5,230.88157499999997,21.28236111111111,230.88157499999997,21.28236111111111,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J152404.8+542811,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:24:4.883,+54:28:11.06,15:24:4.883,+54:28:11.06,231.0203458333333,54.46973888888889,231.0203458333333,54.46973888888889,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1526-0337,J1526-0337,X-Shaped Radio Source,-99,,,-99,-99,15:26:32.26,-3:37:47.3,15:26:32.26,-3:37:47.3,231.63441666666662,-3.6298055555555555,231.63441666666662,-3.6298055555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1528+1323,J1528+1323,X-Shaped Radio Source,-99,0.675,SPEC/Q,-99,-99,15:28:6.64,+13:23:45.9,15:28:6.64,+13:23:45.9,232.02766666666665,13.396083333333333,232.02766666666665,13.396083333333333,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,18.3,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1537+2648,J1537+2648,X-Shaped Radio Source,-99,0.287,-99,-99,-99,15:37:7.33,+26:48:23.2,15:37:7.33,+26:48:23.2,234.28054166666666,26.806444444444445,234.28054166666666,26.806444444444445,18.3,18.3,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J153833.8+164349,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:38:33.816,+16:43:49.46,15:38:33.816,+16:43:49.46,234.64089999999996,16.730405555555553,234.64089999999996,16.730405555555553,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J153915.1+141602,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:39:15.197,+14:16:2.39,15:39:15.197,+14:16:2.39,234.8133208333333,14.267330555555557,234.8133208333333,14.267330555555557,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J153952.8-022411,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:39:52.879,-2:24:11.12,15:39:52.879,-2:24:11.12,234.97032916666666,-2.4030888888888886,234.97032916666666,-2.4030888888888886,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1540+4602,J1540+4602,X-Shaped Radio Source,-99,0.201,PHOT,-99,-99,15:40:9.75,+46:2:20.1,15:40:9.75,+46:2:20.1,235.04062499999995,46.038916666666665,235.04062499999995,46.038916666666665,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1541+2151,J1541+2151,X-Shaped Radio Source,-99,0.721,SPEC/Q,-99,-99,15:41:6.47,+21:51:49.2,15:41:6.47,+21:51:49.2,235.2769583333333,21.863666666666667,235.2769583333333,21.863666666666667,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J154101.0+441707,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:41:1.072,+44:17:7.36,15:41:1.072,+44:17:7.36,235.25446666666664,44.285377777777775,235.25446666666664,44.285377777777775,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1542+1214,J1542+1214,X-Shaped Radio Source,-99,,,-99,-99,15:42:2.85,+12:14:27.6,15:42:2.85,+12:14:27.6,235.51187499999995,12.241,235.51187499999995,12.241,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J154257.9+295223,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:42:57.975,+29:52:23.64,15:42:57.975,+29:52:23.64,235.74156249999996,29.873233333333335,235.74156249999996,29.873233333333335,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019 ; Joshi+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f,-99,J154413.1+304357,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:44:13.175,+30:43:57.19,15:44:13.175,+30:43:57.19,236.0548958333333,30.732552777777776,236.0548958333333,30.732552777777776,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011 ; Yang+2019,2011ApJS..194...31P ; 2019ApJS..245...17Y,https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4365/ab4811,-99,J154448.6+080204,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:44:48.658,+8:2:4.13,15:44:48.658,+8:2:4.13,236.2027416666666,8.034480555555556,236.2027416666666,8.034480555555556,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J154603.7+192203,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:46:3.79,+19:22:3.43,15:46:3.79,+19:22:3.43,236.51579166666664,19.367619444444443,236.51579166666664,19.367619444444443,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1547+2130,J1547+2130,X-Shaped Radio Source,-99,,,-99,-99,15:47:19.43,+21:30:12.0,15:47:19.43,+21:30:12.0,236.83095833333329,21.503333333333334,236.83095833333329,21.503333333333334,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1548+0149,J1548+0149,X-Shaped Radio Source,-99,0.609,PHOT,-99,-99,15:48:42.66,+1:49:19.4,15:48:42.66,+1:49:19.4,237.17775,1.8220555555555555,237.17775,1.8220555555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1548+4451,J1548+4451,X-Shaped Radio Source,-99,0.599,PHOT,-99,-99,15:48:17.19,+44:51:47.4,15:48:17.19,+44:51:47.4,237.07162499999998,44.863166666666665,237.07162499999998,44.863166666666665,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J154858.5+184929,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:48:58.573,+18:49:29.26,15:48:58.573,+18:49:29.26,237.24405416666664,18.824794444444443,237.24405416666664,18.824794444444443,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J155214.3+404144,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:52:14.327,+40:41:44.4,15:52:14.327,+40:41:44.4,238.0596958333333,40.69566666666666,238.0596958333333,40.69566666666666,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1553+2957,J1553+2957,X-Shaped Radio Source,-99,0.59,PHOT,-99,-99,15:53:49.79,+29:57:26.8,15:53:49.79,+29:57:26.8,238.4574583333333,29.957444444444445,238.4574583333333,29.957444444444445,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019 ; Joshi+2019,2019ApJS..245...17Y ; 2019ApJ...887..266J,https://doi.org/10.3847/1538-4365/ab4811 ; https://doi.org/ 10.3847/1538-4357/ab536f, ,J1554+3811,J1554+3811,X-Shaped Radio Source,-99,0.194,SPEC/Q,-99,-99,15:54:16.04,+38:11:32.5,15:54:16.04,+38:11:32.5,238.5668333333333,38.192361111111104,238.5668333333333,38.192361111111104,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J155700.1+413108,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,15:57:0.11,+41:31:8.57,15:57:0.11,+41:31:8.57,239.2504583333333,41.51904722222222,239.2504583333333,41.51904722222222,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,17.2,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018 ; Lal+2019,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-3881/ab1419,  Saripalli+ reject this object for reasons listed in their Table 3. Lal+2019 obtained additional radio imaging.,J1600+2058,J1600+2058,X-Shaped Radio Source,-99,0.174,-99,-99,-99,16:0:38.95,+20:58:51.7,16:0:38.95,+20:58:51.7,240.16229166666662,20.981027777777776,240.16229166666662,20.981027777777776,17.2,17.2,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1600-0144,J1600-0144,X-Shaped Radio Source,-99,,,-99,-99,16:0:29.65,-1:44:44.6,16:0:29.65,-1:44:44.6,240.12354166666663,-1.7457222222222222,240.12354166666663,-1.7457222222222222,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1601+3056,J1601+3056,X-Shaped Radio Source,-99,,,-99,-99,16:1:27.96,+30:56:1.7,16:1:27.96,+30:56:1.7,240.36649999999995,30.933805555555555,240.36649999999995,30.933805555555555,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Binary AGN Candidate / Recoil Candidate,,-100.0,-100,-100,Yang+2019,2019ApJS..245...17Y,https://doi.org/10.3847/1538-4365/ab4811, ,J1601+3132,J1601+3132,X-Shaped Radio Source,-99,0.545,PHOT,-99,-99,16:1:58.11,+31:32:25.1,16:1:58.11,+31:32:25.1,240.49212499999996,31.54030555555556,240.49212499999996,31.54030555555556,-100.0,-100,-100,-99,Radio,VLA / FIRST,J2000,
Recoil Candidate / Binary AGN Candidate,-99,17.9,r SDSS,asinh model mag,Cheung+2007 ; Proctor+2011 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2011ApJS..194...31P ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.1088/0067-0049/194/2/31 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1603+5242,J1603+5242,X-Shaped Radio Source,-99,0.292,-99,-99,-99,16:3:44.96,+52:42:20.6,16:3:44.96,+52:42:20.6,240.93733333333333,52.70572222222223,240.93733333333333,52.70572222222223,17.9,17.9,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J160412.9+322103,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:4:12.991,+32:21:3.48,16:4:12.991,+32:21:3.48,241.05412916666666,32.350966666666665,241.05412916666666,32.350966666666665,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,15.0,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018 ; Lal+2019,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S ; 2019AJ....157..195L,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-3881/ab1419,  Saripalli+ reject this object for reasons listed in their Table 3. Lal+2019 obtained additional radio imaging.,J1606+0000,J1606+0000,X-Shaped Radio Source,-99,0.059,-99,-99,-99,16:6:12.68,+0:0:27.1,16:6:12.68,+0:0:27.1,241.55283333333333,0.007527777777777778,241.55283333333333,0.007527777777777778,15.0,15.0,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Recoil Candidate / Binary AGN Candidate,-99,20.5,r SDSS,asinh model mag,Cheung+2007 ; Roberts+2018 ; Saripalli+2018 ; Saripalli+2018,2007AJ....133.2097C ; 2018ApJ...852...47R ; 2018ApJ...852...48S ; 2018ApJ...852...48S,https://doi.org/10.1086/513095 ; https://doi.org/10.3847/1538-4357/aa9c49 ; https://doi.org/10.3847/1538-4357/aa9c4b ; https://doi.org/10.3847/1538-4357/aa9c4b,  Saripalli+ reject this object for reasons listed in their Table 3.,J1606+4517,J1606+4517,X-Shaped Radio Source,-99,0.556,-99,-99,-99,16:6:38.88,+45:17:37.1,16:6:38.88,+45:17:37.1,241.66199999999998,45.293638888888886,241.66199999999998,45.293638888888886,20.5,20.5,asinh model mag,-99,Optical,SDSS,J2000,-99.0
Binary AGN Candidate / Recoil Candidate,-99,-100.0,-100,-100,Proctor+2011,2011ApJS..194...31P,https://doi.org/10.1088/0067-0049/194/2/31,-99,J160719.2+062546,-99,X-Shaped Radio Source,-99,-99.0,-99,-99,-99,16:7:19.299,+6:25:46.1,16:7:19.299,+6:25:46.1,241.8304125,6.4294722222222225,241.8304125,6.4294722222222225,-100.0,-100,-100,-99,Radio,FIRST,J2000,-99.0
