Name1,z,Name2,z1,z2,z1_type,z2_type,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,Coordinate_Source
J013555.82+143529.7,0.0719,J013555.82+143529.7,0.0719,-99.0,spec,-99,01:35:55.82,+14:35:29.7,23.982583333333334,14.591583333333334,01:35:55.82,+14:35:29.7,23.982583333333334,14.591583333333334,J2000,Optical,,Likely Single AGN,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.82,266.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Wang+2009 ; Liu+2010a ; Shen+2011 ; Ge+2012 ; Comerford+2012 ; McGurk+2015,2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2011ApJ...735...48S ; 2012ApJS..201...31G ; 2012ApJ...753...42C ; 2015ApJ...811...14M,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-637X/735/1/48 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1088/0004-637X/811/1/14,  Shen+2011 attribute the double-peaked lines to NLR kinematics. Only a single nucleus is resolved in near-IR imaging and the spatial offset observed between the two velocity components of the emission lines is larger than >0.6. If the double-peaks were due to two NLRs from dual AGNs there should be two nuclei visible in the imaging. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. No companion within 3 arcseconds.,SDSS
J013736.25-002633.7,0.6396,J013736.25-002633.7,0.6396,-99.0,spec,-99,01:37:36.25,-00:26:33.7,24.401041666666664,-0.44269444444444445,01:37:36.25,-00:26:33.7,24.401041666666664,-0.44269444444444445,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J013758.27-083430.4,0.18912,J013758.27-083430.4,0.18912,-99.0,spec,-99,01:37:58.27,-08:34:30.4,24.492791666666662,-8.575111111111111,01:37:58.27,-08:34:30.4,24.492791666666662,-8.575111111111111,J2000,Optical,,Dual AGN Candidate,17.39,SDSS r-band,mag,17.39,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J014000.99-012005.7,0.5859,J014000.99-012005.7,0.5859,-99.0,spec,-99,01:40:00.99,-01:20:05.7,25.004124999999995,-1.3349166666666665,01:40:00.99,-01:20:05.7,25.004124999999995,-1.3349166666666665,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J014016.12-032710.1,0.6145,J014016.12-032710.1,0.6145,-99.0,spec,-99,01:40:16.12,-03:27:10.1,25.06716666666666,-3.452805555555556,01:40:16.12,-03:27:10.1,25.06716666666666,-3.452805555555556,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J014121.49+063746.1,0.5209,J014121.49+063746.1,0.5209,-99.0,spec,-99,01:41:21.49,+06:37:46.1,25.339541666666666,6.629472222222223,01:41:21.49,+06:37:46.1,25.339541666666666,6.629472222222223,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J014209-005049,0.13253,J014209-005049,0.13253,-99.0,spec,-99,01:42:09,-00:50:49,25.537499999999994,-0.8469444444444445,01:42:09,-00:50:49,25.537499999999994,-0.8469444444444445,J2000,Optical,SDSS,Single AGN,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.78,235.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Wang+2009 ; Fu+2012 ; Comerford+2012 ; Comerford+2015 ; McGurk+2015 ; Comerford+2018 ; Foord+2020,2009ApJ...705L..76W ; 2012ApJ...745...67F ; 2012ApJ...753...42C ; 2015ApJ...806..219C ; 2015ApJ...811...14M ; 2018ApJ...867...66C ; 2020ApJ...892...29F,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/745/1/67 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1088/0004-637X/806/2/219 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.3847/1538-4357/ab72fa, No companion within 3 arcseconds. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. Comerford+2015 conclude these are likely single AGNs. No companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Foord+2020 find that this source has BF values that favor a single point source model.,
J014434.51+130659.3,0.15711,J014434.51+130659.3,0.15711,-99.0,spec,-99,01:44:34.51,+13:06:59.3,26.143791666666665,13.116472222222221,01:44:34.51,+13:06:59.3,26.143791666666665,13.116472222222221,J2000,Optical,,Dual AGN Candidate,17.44,SDSS r-band,mag,17.44,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J014822.62+132142.7,,J014822.62+132142.7,0.8767,-99.0,spec,-99,01:48:22.62,+13:21:42.7,27.09425,13.36186111111111,01:48:22.62,+13:21:42.7,27.09425,13.36186111111111,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J014933.86+143142.6,,J014933.86+143142.6,0.9024,-99.0,spec,-99,01:49:33.86,+14:31:42.6,27.39108333333333,14.528500000000001,01:49:33.86,+14:31:42.6,27.39108333333333,14.528500000000001,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J015022.35+010409.9,0.14315,J015022.35+010409.9,0.14315,-99.0,spec,-99,01:50:22.35,+01:04:09.9,27.593125,1.0694166666666667,01:50:22.35,+01:04:09.9,27.593125,1.0694166666666667,J2000,Optical,,Dual AGN Candidate,17.51,SDSS r-band,mag,17.51,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J015107.90-094731.3,0.04305,J015107.90-094731.3,0.04305,-99.0,spec,-99,01:51:07.90,-09:47:31.3,27.782916666666665,-9.792027777777777,01:51:07.90,-09:47:31.3,27.782916666666665,-9.792027777777777,J2000,Optical,,Dual AGN Candidate,13.62,SDSS r-band,mag,13.62,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J015122.27+130337.2,0.06413,J015122.27+130337.2,0.06413,-99.0,spec,-99,01:51:22.27,+13:03:37.2,27.842791666666663,13.060333333333334,01:51:22.27,+13:03:37.2,27.842791666666663,13.060333333333334,J2000,Optical,,Dual AGN Candidate,14.87,SDSS r-band,mag,14.87,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J015325.74+145233.4,,J015325.74+145233.4,1.1755,-99.0,spec,-99,01:53:25.74,+14:52:33.4,28.357249999999997,14.875944444444444,01:53:25.74,+14:52:33.4,28.357249999999997,14.875944444444444,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J015404.88-083924.0,0.13352,J015404.88-083924.0,0.13352,-99.0,spec,-99,01:54:04.88,-08:39:24.0,28.52033333333333,-8.656666666666666,01:54:04.88,-08:39:24.0,28.52033333333333,-8.656666666666666,J2000,Optical,,Dual AGN Candidate,16.9,SDSS r-band,mag,16.9,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J015431.95+221245.7,0.2455,J015431.95+221245.7,0.2455,-99.0,spec,-99,01:54:31.95,+22:12:45.7,28.633124999999996,22.212694444444445,01:54:31.95,+22:12:45.7,28.633124999999996,22.212694444444445,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J015605.14-000721.7,0.0806,J015605.14-000721.7,0.0806,-99.0,spec,-99,01:56:05.14,-00:07:21.7,29.021416666666664,-0.12269444444444444,01:56:05.14,-00:07:21.7,29.021416666666664,-0.12269444444444444,J2000,Optical,,Likely Single AGN,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.7,305.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Wang+2009 ; Liu+2010a ; Shen+2011 ; Ge+2012 ; Comerford+2012,2009ApJ...705L..76W ; 2010ApJ...708..427L ; 2011ApJ...735...48S ; 2012ApJS..201...31G ; 2012ApJ...753...42C,https://doi.org/10.1088/0004-637X/705/1/L76 ; https://doi.org/10.1088/0004-637X/708/1/427 ; https://doi.org/10.1088/0004-637X/735/1/48 ; https://doi:10.1088/0067-0049/201/2/31 ; https://doi.org/10.1088/0004-637X/753/1/42,  Shen+2011 attribute the double-peaked lines to NLR kinematics. Only a single nucleus is resolved in near-IR imaging and the spatial offset observed between the two velocity components of the emission lines is larger than >0.6. If the double-peaks were due to two NLRs from dual AGNs there should be two nuclei visible in the imaging. Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed.,SDSS
J015628.97+174940.2,0.543,J015628.97+174940.2,0.543,-99.0,spec,-99,01:56:28.97,+17:49:40.2,29.120708333333333,17.827833333333334,01:56:28.97,+17:49:40.2,29.120708333333333,17.827833333333334,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J015734.24+003405.5,,J015734.24+003405.5,1.0834,-99.0,spec,-99,01:57:34.24,+00:34:05.5,29.39266666666666,0.5681944444444444,01:57:34.24,+00:34:05.5,29.39266666666666,0.5681944444444444,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J015746.13-091239.5,0.21139,J015746.13-091239.5,0.21139,-99.0,spec,-99,01:57:46.13,-09:12:39.5,29.44220833333333,-9.210972222222221,01:57:46.13,-09:12:39.5,29.44220833333333,-9.210972222222221,J2000,Optical,,Dual AGN Candidate,17.51,SDSS r-band,mag,17.51,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J015802.20+263231.5,0.458,J015802.20+263231.5,0.458,-99.0,spec,-99,01:58:02.20,+26:32:31.5,29.509166666666665,26.542083333333334,01:58:02.20,+26:32:31.5,29.509166666666665,26.542083333333334,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J020011.52-093126.1,0.361,J020011.52-093126.1,0.361,-99.0,spec,-99,02:00:11.52,-09:31:26.1,30.048,-9.523916666666668,02:00:11.52,-09:31:26.1,30.048,-9.523916666666668,J2000,Optical,,Dual AGN Candidate,-100.0,-100.0,-100.0,-100.0,-100.0,-100.0,0.05,304.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Smith+2010 ; Rosario+2011 ; Comerford+2012 ; McGurk+2015 ; Comerford+2018 ; Song+2020,2010ApJ...716..866S ; 2011ApJ...739...44R ; 2012ApJ...753...42C ; 2015ApJ...811...14M ; 2018ApJ...867...66C ; 2020MNRAS.491.4023S,https://doi.org/10.1088/0004-637X/716/1/866 ; https://doi.org/10.1088/0004-637X/739/1/44 ; https://doi.org/10.1088/0004-637X/753/1/42 ; https://doi.org/10.1088/0004-637X/811/1/14 ; https://doi.org/10.3847/1538-4357/aae2b4 ; https://doi.org/10.1093/mnras/stz3354, Double structure observed in Keck AO near-IR imaging. Rosario+ consider it a merger. Outflow may be responsible for observed line profiles given the low level of ionization in both peaks (suggesting they both come from a common ionized region). Comerford+ examined long slit spectra of this target. Two spatially distinct emission peaks observed. Companion within 3 arcseconds. Comerford+2018 studied the kinematics that give rise to the double-peaks. Song+2020 examined a subsample of the double-peaked objects in Smith+2010 but did not include a table specifying the objects. We include a reference to all of them for now. Song+ disfavor a binary hypothesis.,SDSS
J020106.16+004054.1,0.5171,J020106.16+004054.1,0.5171,-99.0,spec,-99,02:01:06.16,+00:40:54.1,30.275666666666663,0.6816944444444444,02:01:06.16,+00:40:54.1,30.275666666666663,0.6816944444444444,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J020243.85-011219.3,0.04198,J020243.85-011219.3,0.04198,-99.0,spec,-99,02:02:43.85,-01:12:19.3,30.68270833333333,-1.205361111111111,02:02:43.85,-01:12:19.3,30.68270833333333,-1.205361111111111,J2000,Optical,,Dual AGN Candidate,16.0,SDSS r-band,mag,16.0,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J020254.43+005240.6,0.07589,J020254.43+005240.6,0.07589,-99.0,spec,-99,02:02:54.43,+00:52:40.6,30.726791666666657,0.8779444444444445,02:02:54.43,+00:52:40.6,30.726791666666657,0.8779444444444445,J2000,Optical,,Dual AGN Candidate,15.69,SDSS r-band,mag,15.69,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J021213.06+004055.4,0.20503,J021213.06+004055.4,0.20503,-99.0,spec,-99,02:12:13.06,+00:40:55.4,33.05441666666666,0.6820555555555555,02:12:13.06,+00:40:55.4,33.05441666666666,0.6820555555555555,J2000,Optical,,Dual AGN Candidate,17.54,SDSS r-band,mag,17.54,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J021451.36-082523.7,0.4222,J021451.36-082523.7,0.4222,-99.0,spec,-99,02:14:51.36,-08:25:23.7,33.714,-8.42325,02:14:51.36,-08:25:23.7,33.714,-8.42325,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J021532.23+022630.2,0.5829,J021532.23+022630.2,0.5829,-99.0,spec,-99,02:15:32.23,+02:26:30.2,33.88429166666666,2.4417222222222223,02:15:32.23,+02:26:30.2,33.88429166666666,2.4417222222222223,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J021648.36-092534.3,,J021648.36-092534.3,0.8834,-99.0,spec,-99,02:16:48.36,-09:25:34.3,34.201499999999996,-9.426194444444445,02:16:48.36,-09:25:34.3,34.201499999999996,-9.426194444444445,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J021703.10-091031.1,,J021703.10-091031.1,0.8752,-99.0,spec,-99,02:17:03.10,-09:10:31.1,34.26291666666666,-9.175305555555555,02:17:03.10,-09:10:31.1,34.26291666666666,-9.175305555555555,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
J021716.73-093903.3,0.24412,J021716.73-093903.3,0.24412,-99.0,spec,-99,02:17:16.73,-09:39:03.3,34.31970833333333,-9.650916666666667,02:17:16.73,-09:39:03.3,34.31970833333333,-9.650916666666667,J2000,Optical,,Dual AGN Candidate,17.68,SDSS r-band,mag,17.68,SDSS r-band,mag,3.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Ge+2012,2012ApJS..201...31G,https://doi:10.1088/0067-0049/201/2/31,,SDSS
J022324.44+025827.2,0.4734,J022324.44+025827.2,0.4734,-99.0,spec,-99,02:23:24.44,+02:58:27.2,35.85183333333333,2.9742222222222225,02:23:24.44,+02:58:27.2,35.85183333333333,2.9742222222222225,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J023034.73-010500.7,0.4051,J023034.73-010500.7,0.4051,-99.0,spec,-99,02:30:34.73,-01:05:00.7,37.64470833333333,-1.0835277777777776,02:30:34.73,-01:05:00.7,37.64470833333333,-1.0835277777777776,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016,2016MNRAS.463...24L,https://doi.org/10.1093/mnras/stw1945,,SDSS
J023106.51-034513.7,0.5418,J023106.51-034513.7,0.5418,-99.0,spec,-99,02:31:06.51,-03:45:13.7,37.777125,-3.7538055555555556,02:31:06.51,-03:45:13.7,37.777125,-3.7538055555555556,J2000,Optical,,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99.0,Double-Peaked Optical Spectroscopic Emission Lines / Optical Spectroscopy / Optical Fiber Spectroscopy / Optical Spectroscopic Emission Line Ratios,-99,Lyu+2016 ; Yuan+2016,2016MNRAS.463...24L ; 2016MNRAS.462.1603Y,https://doi.org/10.1093/mnras/stw1945 ; https://doi.org/10.1093/mnras/stw1747,,SDSS
J023234.33-091053.0,,J023234.33-091053.0,0.8496,-99.0,spec,-99,02:32:34.33,-09:10:53.0,38.14304166666666,-9.181388888888888,02:32:34.33,-09:10:53.0,38.14304166666666,-9.181388888888888,J2000,Optical,,Dual AGN Candidate,-99,-99,-99,-99,-99,-99,3.0,-99.0,Double-Peaked Narrow UV Spectroscopic Emission Lines,-99,Barrows+2013,2013ApJ...769...95B,https://doi:10.1088/0004-637X/769/2/95, ,AGES
