z1,z2,Name1,Name2,z2_type,RA,Dec,RA1,Dec1,RA1_deg,Dec1_deg,RA2,Dec2,RA2_deg,Dec2_deg,Equinox1,Coordinate_waveband1,Coordinate_Source1,Equinox2,Coordinate_waveband2,Coordinate_Source2,System Type,Brightness1,Brightness_band1,Brightness_type1,Brightness2,Brightness_band2,Brightness_type2,Sep,dV,Selection Method,Confirmation Method,Paper(s),BibCode(s),DOI(s),Notes,z1_type
-99.0,-99.0,085254-014850,-99,-99,-99,-99,8:52:53.76,-1:48:49.81,133.223992,-1.813836,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,090611-093755,-99,-99,-99,-99,9:06:10.83,-9:37:55.39,136.545112,-9.632052,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,091724-054200,-99,-99,-99,-99,9:17:23.58,-5:42:00.22,139.348239,-5.700061,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.6,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,092823+213853,-99,-99,-99,-99,9:28:23.27,21:38:52.75,142.096969,21.647987,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.6,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,094450+243459,-99,-99,-99,-99,9:44:50.12,24:34:58.54,146.208841,24.582929,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,100406+523132,-99,-99,-99,-99,10:04:06.20,52:31:32.17,151.025821,52.525602,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,100809-044923,-99,-99,-99,-99,10:08:09.15,-4:49:23.37,152.038129,-4.823158,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,110928-233315,-99,-99,-99,-99,11:09:27.89,-23:33:15.11,167.366219,-23.554197,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,111524-030727,-99,-99,-99,-99,11:15:24.09,-3:07:27.42,168.850362,-3.124282,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.6,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,112145+011422,-99,-99,-99,-99,11:21:44.75,1:14:21.97,170.436445,1.239436,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,112456-230507,-99,-99,-99,-99,11:24:56.06,-23:05:07.17,171.233583,-23.085325,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,113800+073004,-99,-99,-99,-99,11:37:59.04,7:30:04.10,174.495987,7.501138,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,115458+185527,-99,-99,-99,-99,11:54:57.62,18:55:27.14,178.740065,18.924205,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,121410+333703,-99,-99,-99,-99,12:14:09.77,33:37:02.80,183.540724,33.617445,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,121410+292445,-99,-99,-99,-99,12:14:09.97,29:24:44.98,183.541535,29.412494,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,121756-181837,-99,-99,-99,-99,12:17:55.63,-18:18:37.42,184.481806,-18.310394,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,130451-102826,-99,-99,-99,-99,13:04:50.81,-10:28:26.07,196.211716,-10.473908,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,130602+210549,-99,-99,-99,-99,13:06:02.41,21:05:49.06,196.510055,21.09696,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,132202+030933,-99,-99,-99,-99,13:22:02.00,3:09:33.03,200.508342,3.159175,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,135425-094103,-99,-99,-99,-99,13:54:25.20,-9:41:02.79,208.60498,-9.684109,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,142816+095443,-99,-99,-99,-99,14:28:15.61,9:54:43.15,217.065054,9.911986,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,143125-044338,-99,-99,-99,-99,14:31:25.18,-4:43:38.46,217.854924,-4.727349,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,143928-065828,-99,-99,-99,-99,14:39:28.15,-6:58:28.21,219.867271,-6.974503,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,144446-163241,-99,-99,-99,-99,14:44:45.55,-16:32:41.20,221.189796,-16.544779,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,145939+162155,-99,-99,-99,-99,14:59:39.44,16:21:55.47,224.914314,16.365409,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,151545+004328,-99,-99,-99,-99,15:15:44.82,0:43:27.99,228.936742,0.724443,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,151546-032231,-99,-99,-99,-99,15:15:45.86,-3:22:30.73,228.941104,-3.375202,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,152841+393229,-99,-99,-99,-99,15:28:40.66,39:32:29.28,232.169429,39.541466,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,153808-192310,-99,-99,-99,-99,15:38:08.47,-19:23:09.97,234.535305,-19.386104,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,162900-140856,-99,-99,-99,-99,16:28:59.30,-14:08:56.00,247.247099,-14.148889,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,164556+402246,-99,-99,-99,-99,16:45:55.76,40:22:45.99,251.482344,40.379443,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,165831+141605,-99,-99,-99,-99,16:58:30.62,14:16:05.12,254.627587,14.268089,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,170402+115730,-99,-99,-99,-99,17:04:02.28,11:57:29.96,256.009503,11.958322,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,172406+640711,-99,-99,-99,-99,17:24:06.49,64:07:10.80,261.027058,64.119668,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,172751+194436,-99,-99,-99,-99,17:27:50.53,19:44:35.86,261.960528,19.743295,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,175526+631504,-99,-99,-99,-99,17:55:25.73,63:15:03.78,268.857193,63.251051,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,175918+345928,-99,-99,-99,-99,17:59:18.00,34:59:28.35,269.825014,34.991208,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,183230+534914,-99,-99,-99,-99,18:32:29.68,53:49:14.16,278.123646,53.8206,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.0,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,184624+352002,-99,-99,-99,-99,18:46:23.80,35:20:01.55,281.599148,35.333764,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,192808+553219,-99,-99,-99,-99,19:28:07.85,55:32:18.74,292.032689,55.538539,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,195243-111715,-99,-99,-99,-99,19:52:43.00,-11:17:14.71,298.179179,-11.28742,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,204258-273754,-99,-99,-99,-99,20:42:57.54,-27:37:53.77,310.739743,-27.631602,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,205006-225929,-99,-99,-99,-99,20:50:05.62,-22:59:28.51,312.523434,-22.991253,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.3,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,205143-111444,-99,-99,-99,-99,20:51:43.44,-11:14:44.04,312.931008,-11.245566,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,212028+280324,-99,-99,-99,-99,21:20:27.97,28:03:24.47,320.116547,28.056796,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,213736+201517,-99,-99,-99,-99,21:37:35.65,20:15:16.81,324.398524,20.254669,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.6,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,214132+182621,-99,-99,-99,-99,21:41:31.87,18:26:21.11,325.382786,18.439197,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.4,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,214237+255423,-99,-99,-99,-99,21:42:36.96,25:54:22.63,325.654002,25.906285,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,214315+075120,-99,-99,-99,-99,21:43:14.52,7:51:19.92,325.810482,7.855534,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,215034-265214,-99,-99,-99,-99,21:50:34.45,-26:52:14.30,327.643528,-26.870639,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,215158+111102,-99,-99,-99,-99,21:51:57.70,11:11:01.90,327.99043,11.183861,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.6,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,220943+043217,-99,-99,-99,-99,22:09:42.77,4:32:17.10,332.428196,4.538084,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,222108+214518,-99,-99,-99,-99,22:21:07.93,21:45:17.67,335.283056,21.754907,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.5,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,230339+345343,-99,-99,-99,-99,23:03:38.74,34:53:42.65,345.91142,34.89518,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,7.1,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,231813+025028,-99,-99,-99,-99,23:18:12.99,2:50:27.90,349.554123,2.841082,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,232223+375439,-99,-99,-99,-99,23:22:22.84,37:54:38.53,350.595174,37.910703,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,232449-122555,-99,-99,-99,-99,23:24:49.39,-12:25:55.29,351.205773,-12.432025,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.8,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,233525+184309,-99,-99,-99,-99,23:35:24.69,18:43:08.83,353.85286,18.71912,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.9,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
-99.0,-99.0,013459+243049,-99,-99,-99,-99,1:34:58.94,24:30:49.09,23.745589,24.513635,-99,-99,-99.0,-99.0,J2000,-99,-99,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.7,-99,-99,-99,Rusu+2019,2019MNRAS.486.4987R,https://doi.org/10.1093/mnras/stz1142, ,-99
2.02,2.02,DESJ0027+0232,-99,spec,-99,-99,0:27:02.86,2:32:15.00,6.7619,2.5375,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.72,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
2.1,2.1,DESJ0101-4943,-99,spec,-99,-99,1:01:20.78,-49:43:24.24,15.3366,-49.7234,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,4.02,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
1.74,1.74,DESJ0118-3115,-99,spec,-99,-99,1:18:40.30,-31:15:42.84,19.6679,-31.2619,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.0,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
1.69,1.69,DESJ0122+0358,-99,spec,-99,-99,1:22:23.76,3:58:37.56,20.599,3.9771,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.71,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
2.04,2.04,DESJ0254-2243,-99,spec,-99,-99,2:54:17.28,-22:43:53.40,43.572,-22.7315,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.32,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
1.955,1.955,DESJ0313-2546,-99,spec,-99,-99,3:13:38.11,-25:46:30.36,48.4088,-25.7751,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.2,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
1.78,1.78,DESJ0443-2403,-99,spec,-99,-99,4:43:55.25,-24:03:25.92,70.9802,-24.0572,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.85,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
2.35,2.35,DESJ2215-5204,-99,spec,-99,-99,22:15:40.10,-52:04:04.44,333.9171,-52.0679,-99,-99,-99.0,-99.0,J2000,Optical,SDSS,-99,-99,-99,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.74,-99,-99,-99,Lemon+2020,2020MNRAS.494.3491L,https://doi.org/10.1093/mnras/staa652,Nearly identical quasars and no lens galaxy detected.,spec
1.322,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.03,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.91,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,0.84,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.319,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.24,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.762,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,0.91,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.608,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,3.6,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.08,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,2.02,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
0.71,0.0,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.35,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
1.02,0.913,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,-99,J2000,Optical,SDSS,J2000,Optical,SDSS,Dual AGN Candidate,-100,-100,-100,-100,-100,-100,1.9,-99,-99,-99,Anguita+2018,2018MNRAS.480.5017A,https://doi.org/10.1093/mnras/sty2172,Nearly identical quasars and no lens galaxy detected. .,spec
