System Type 1: Dual AGNs,ST1 Num AGNs,ST1 Confidence Flag,System Type 2: Binary AGNs,ST2 Num AGNs,ST2 Confidence Flag,System Type 3: Recoiling AGNs,ST3 Num AGNs,ST3 Confidence Flag,Literature Name,Selection Method,Analysis Method,Confirmation Method,Name1,z1,z1_type,RA1,Dec1,Coordinate_waveband1,Coordinate_Source1,Equinox1,Name2,z2,z2_type,RA2,Dec2,Equinox2,Coordinate_waveband2,Coordinate_Source2,Sep,Sep(kpc),dV,Paper(s),BibCode(s),DOI(s)
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LEDA 1164082,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011014.12+002157.3,0.0451,spec,01:10:14.12,+00:21:57.3,Optical,SDSS,J2000,J011017.14+002041.6,0.0449,spec,01:10:17.14,+00:20:41.6,J2000,Optical,SDSS,88.21848457431992,78.23572369283808,57.22487985875379,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J01112970+1533542,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011129.70+153353.7,0.06,spec,01:11:29.70,+15:33:53.7,Optical,SDSS,J2000,J011131.69+153345.6,0.0615,spec,01:11:31.69,+15:33:45.6,J2000,Optical,SDSS,29.874521581285755,35.43453671751045,-422.8138352939888,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LEDA  212679,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011202.71-001549.4,0.0433,spec,01:12:02.71,-00:15:49.4,Optical,SDSS,J2000,J011204.62-001442.4,0.0442,spec,01:12:04.62,-00:14:42.4,J2000,Optical,SDSS,72.86841777165388,63.40086247435061,-257.8203113578861,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J01154483+0014005,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011544.85+001400.0,0.0445,spec,01:15:44.85,+00:14:00.0,Optical,SDSS,J2000,J011545.23+001444.6,0.0431,spec,01:15:45.23,+00:14:44.6,J2000,Optical,SDSS,44.96275605486664,39.37237373429195,401.0345006121156,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01183245-0010302,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011832.49-001030.0,0.0776,spec,01:18:32.49,-00:10:30.0,Optical,SDSS,J2000,J011834.47-000937.3,0.0778,spec,01:18:34.47,-00:09:37.3,J2000,Optical,SDSS,60.49274700530541,89.05413421574572,-55.48853993243596,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J01183293+0109304,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J011832.93+010930.8,0.0442,spec,01:18:32.93,+01:09:30.8,Optical,SDSS,J2000,J011835.90+010919.9,0.045,spec,01:18:35.90,+01:09:19.9,J2000,Optical,SDSS,45.85524220414528,40.580938069676826,-228.9871385471116,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J012129.26+003732.6,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J012129.27+003732.6,0.0439,spec,01:21:29.27,+00:37:32.6,Optical,SDSS,J2000,J012129.32+003728.7,0.0437,spec,01:21:29.32,+00:37:28.7,J2000,Optical,SDSS,3.971452257225344,3.433225636312148,57.2906681846544,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01215453-1008159,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J012154.53-100815.8,0.1046,spec,01:21:54.53,-10:08:15.8,Optical,SDSS,J2000,J012155.59-100811.6,0.1046,spec,01:21:55.59,-10:08:11.6,J2000,Optical,SDSS,16.20550914665906,31.098209827014585,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LAMOST J012612.08-000126.9,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J012612.09-000126.9,0.1048,spec,01:26:12.09,-00:01:26.9,Optical,SDSS,J2000,J012612.34-000128.7,0.1039,spec,01:26:12.34,-00:01:28.7,J2000,Optical,SDSS,4.159627080866065,7.99571511349497,243.6727082163596,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01370575-0909372,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J013705.74-090937.3,0.0691,spec,01:37:05.74,-09:09:37.3,Optical,SDSS,J2000,J013706.95-090857.5,0.0699,spec,01:37:06.95,-09:08:57.5,J2000,Optical,SDSS,43.64772134114072,58.26556703804735,-223.65588269335603,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J01384831-0002211,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J013848.33-000221.1,0.0742,spec,01:38:48.33,-00:02:21.1,Optical,SDSS,J2000,J013848.45-000255.7,0.0738,spec,01:38:48.45,-00:02:55.7,J2000,Optical,SDSS,34.646789145340406,48.84940912564242,111.3594002351152,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J01440262-0007087,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J014402.61-000708.9,0.0794,spec,01:44:02.61,-00:07:08.9,Optical,SDSS,J2000,J014405.76-000737.3,0.0794,spec,01:44:05.76,-00:07:37.3,J2000,Optical,SDSS,55.12814339020118,82.6717136460474,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J015232.94-005745.9,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015232.94-005745.9,0.0598,spec,01:52:32.94,-00:57:45.9,Optical,SDSS,J2000,J015233.06-005744.3,0.06,spec,01:52:33.06,-00:57:44.3,J2000,Optical,SDSS,2.408129088502033,2.7915663571381795,-56.4204165182393,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01523535-0832365,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015235.35-083236.6,0.0517,spec,01:52:35.35,-08:32:36.6,Optical,SDSS,J2000,J015235.99-083138.9,0.0511,spec,01:52:35.99,-08:31:38.9,J2000,Optical,SDSS,58.47580525624682,58.98438985356426,170.62962278306637,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01530349+0101229,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015303.50+010123.0,0.0595,spec,01:53:03.50,+01:01:23.0,Optical,SDSS,J2000,J015308.29+010150.7,0.0602,spec,01:53:08.29,+01:01:50.7,J2000,Optical,SDSS,76.99385920402237,89.52973748351889,-197.48075404515944,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LEDA 1159271,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015343.54+001111.0,0.0806,spec,01:53:43.54,+00:11:11.0,Optical,SDSS,J2000,J015343.83+001101.8,0.0821,spec,01:53:43.83,+00:11:01.8,J2000,Optical,SDSS,10.176556514038962,15.730597924573276,-414.75912909724025,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J01580602-0932578,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015806.03-093258.2,0.0777,spec,01:58:06.03,-09:32:58.2,Optical,SDSS,J2000,J015807.61-093328.9,0.0791,spec,01:58:07.61,-09:33:28.9,J2000,Optical,SDSS,38.5837673112074,57.66278885509217,-388.1674922344414,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J015816.15-003121.0,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J015816.15-003121.1,0.0802,spec,01:58:16.15,-00:31:21.1,Optical,SDSS,J2000,J015816.36-003118.9,0.0803,spec,01:58:16.36,-00:31:18.9,J2000,Optical,SDSS,3.842092622568134,5.820928184732063,-27.678778001325085,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J02010150+0002325,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020101.49+000232.6,0.0788,spec,02:01:01.49,+00:02:32.6,Optical,SDSS,J2000,J020102.09+000152.6,0.0795,spec,02:01:02.09,+00:01:52.6,J2000,Optical,SDSS,40.99999958867253,61.55503350493679,-193.9489208949799,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J02012032+0048211,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020120.32+004821.1,0.1377,spec,02:01:20.32,+00:48:21.1,Optical,SDSS,J2000,J020120.43+004832.6,0.1373,spec,02:01:20.43,+00:48:32.6,J2000,Optical,SDSS,11.61774329751752,28.26893696653452,105.1428538924523,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,CAIRNS J020320.97+004006.3,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020320.97+004006.3,0.0759,spec,02:03:20.97,+00:40:06.3,Optical,SDSS,J2000,J020321.03+004005.1,0.076,spec,02:03:21.03,+00:40:05.1,J2000,Optical,SDSS,1.4999632732739578,2.161600836383132,-27.78939535799523,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02044238-0017498,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020442.35-001749.4,0.1118,spec,02:04:42.35,-00:17:49.4,Optical,SDSS,J2000,J020442.65-001746.0,0.1114,spec,02:04:42.65,-00:17:46.0,J2000,Optical,SDSS,5.639987359262369,11.473355431859927,107.59265574697466,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02073403+1333503,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020733.93+133350.4,0.1318,spec,02:07:33.93,+13:33:50.4,Optical,SDSS,J2000,J020734.06+133351.0,0.1319,spec,02:07:34.06,+13:33:51.0,J2000,Optical,SDSS,1.9883010617717007,4.664568120019789,-26.416927986619367,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J020838.63+000741.9,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020838.64+000742.1,0.067,spec,02:08:38.64,+00:07:42.1,Optical,SDSS,J2000,J020838.89+000742.6,0.0672,spec,02:08:38.89,+00:07:42.6,J2000,Optical,SDSS,3.783177149313696,4.8704778346525615,-56.03973336598854,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J02091816-0052174,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J020918.15-005217.7,0.1198,spec,02:09:18.15,-00:52:17.7,Optical,SDSS,J2000,J020918.86-005226.5,0.1202,spec,02:09:18.86,-00:52:26.5,J2000,Optical,SDSS,13.814346956425258,29.926737587442474,-106.78571088061156,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02124218+0029062,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J021242.19+002906.0,0.1491,spec,02:12:42.19,+00:29:06.0,Optical,SDSS,J2000,J021242.27+002903.8,0.1502,spec,02:12:42.27,+00:29:03.8,J2000,Optical,SDSS,2.5059722566607645,6.558913893350429,-286.08700450026726,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J021510.90+005440.8,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J021510.90+005440.9,0.1219,spec,02:15:10.90,+00:54:40.9,Optical,SDSS,J2000,J021511.69+005419.3,0.1219,spec,02:15:11.69,+00:54:19.3,J2000,Optical,SDSS,24.636298589874364,54.02156925724181,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02224545+0102018,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J022245.48+010202.4,0.0996,spec,02:22:45.48,+01:02:02.4,Optical,SDSS,J2000,J022245.84+010230.1,0.0999,spec,02:22:45.84,+01:02:30.1,J2000,Optical,SDSS,28.221276251583188,52.00228062615635,-81.5639902989898,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,LEDA 1005282,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J022301.55-081852.5,0.0546,spec,02:23:01.55,-08:18:52.5,Optical,SDSS,J2000,J022304.33-081959.2,0.0547,spec,02:23:04.33,-08:19:59.2,J2000,Optical,SDSS,78.43045773074846,83.4069813152997,-28.350637588572475,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02253126-0825082,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J022531.29-082508.7,0.0549,spec,02:25:31.29,-08:25:08.7,Optical,SDSS,J2000,J022536.71-082539.5,0.0546,spec,02:25:36.71,-08:25:39.5,J2000,Optical,SDSS,86.1190894048406,91.89662043425972,85.04384753337341,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MFGC 1885,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J022554.47+011205.3,0.0741,spec,02:25:54.47,+01:12:05.3,Optical,SDSS,J2000,J022557.12+011112.1,0.0729,spec,02:25:57.12,+01:11:12.1,J2000,Optical,SDSS,66.40494195037316,93.51077901130438,334.2337102135006,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02314824-0109257,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J023148.26-010925.2,0.0538,spec,02:31:48.26,-01:09:25.2,Optical,SDSS,J2000,J023150.81-010823.1,0.0541,spec,02:31:50.81,-01:08:23.1,J2000,Optical,SDSS,72.93068509120766,76.7618880060534,-85.1084000029174,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,MCG+00-07-033,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J023149.26+011539.9,0.0221,spec,02:31:49.26,+01:15:39.9,Optical,SDSS,J2000,J023157.77+011447.4,0.022,spec,02:31:57.77,+01:14:47.4,J2000,Optical,SDSS,137.99627138863417,61.64370438215688,29.254928749520044,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02321174+0013259,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J023211.78+001326.6,0.054,spec,02:32:11.78,+00:13:26.6,Optical,SDSS,J2000,J023211.84+001215.4,0.0556,spec,02:32:11.84,+00:12:15.4,J2000,Optical,SDSS,71.20568789552343,76.88796851540789,-453.5454349746748,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J02332459+0012449,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J023324.60+001245.0,0.0538,spec,02:33:24.60,+00:12:45.0,Optical,SDSS,J2000,J023327.26+001238.4,0.0541,spec,02:33:27.26,+00:12:38.4,J2000,Optical,SDSS,40.44191253862433,42.5664116161545,-85.1084000029174,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASS J02341142-0027371,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J023411.42-002736.9,0.1115,spec,02:34:11.42,-00:27:36.9,Optical,SDSS,J2000,J023414.08-002736.3,0.1115,spec,02:34:14.08,-00:27:36.3,J2000,Optical,SDSS,39.9032243254996,80.98448603347768,0.0,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate ; Dual SMBH Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,MCG-02-07-058,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy', 'Velocity Offset Narrow Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy', 'Velocity Offset Narrow Spectroscopic Emission Lines']}",{},J024035.65-083249.6,0.0375,spec,02:40:35.65,-08:32:49.6,Optical,SDSS,J2000,J024037.96-083200.1,0.0387,spec,02:40:37.96,-08:32:00.1,J2000,Optical,SDSS,60.20294569907583,46.16442114406462,-345.6313265960702,Liu+2011b ; Comerford+2014,2011ApJ...737..101L ; 2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/789/2/112
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J024531.46-011525.7,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J024531.46-011525.7,0.1144,spec,02:45:31.46,-01:15:25.7,Optical,SDSS,J2000,J024532.13-011515.7,0.1153,spec,02:45:32.13,-01:15:15.7,J2000,Optical,SDSS,14.17582416747152,29.62225386886765,-241.37772449783168,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,MCG+00-08-028,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J025014.56+000539.7,0.0282,spec,02:50:14.56,+00:05:39.7,Optical,SDSS,J2000,J025016.86+000531.1,0.028,spec,02:50:16.86,+00:05:31.1,J2000,Optical,SDSS,35.55568664369451,20.118581146480874,58.16554754814453,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
Dual AGN Candidate ; Dual SMBH Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,SDSS J025445.26+010259.5,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy', 'Velocity Offset Narrow Spectroscopic Emission Lines']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy', 'Velocity Offset Narrow Spectroscopic Emission Lines']}",{},J025445.27+010259.5,0.1366,spec,02:54:45.27,+01:02:59.5,Optical,SDSS,J2000,J025445.36+010308.5,0.1366,spec,02:54:45.36,+01:03:08.5,J2000,Optical,SDSS,9.10065309209975,21.994451687241625,0.0,Liu+2011b ; Comerford+2014,2011ApJ...737..101L ; 2014ApJ...789..112C,https://doi.org/10.1088/0004-637X/737/2/101 ; https://doi.org/10.1088/0004-637X/789/2/112
Dual AGN Candidate,2,0.5,-99,-99,-99.0,-99,-99,-99.0,2MASX J02585533-0643278,"{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}","{'Optical': ['Fiber Spectroscopy', 'Spectroscopic Emission Line Ratios', 'Spectroscopy']}",{},J025855.30-064327.9,0.0295,spec,02:58:55.30,-06:43:27.9,Optical,SDSS,J2000,J025900.15-064537.8,0.0294,spec,02:59:00.15,-06:45:37.8,J2000,Optical,SDSS,148.63922058794063,87.8448835317024,29.0446354164414,Liu+2011b,2011ApJ...737..101L,https://doi.org/10.1088/0004-637X/737/2/101
