|plate|fiber|  mjd|     z|  amp1|      vel1|  sig1|     amp2|      vel2|  sig2|  amp3|      vel3|  sig3|  amp4|  vel4|  sig4|  fwhm|  fwqm|    w50|    w80|    w90|     relasym|  r9050|  dp|
| long| long| long|double|double|    double|double|   double|    double|double|double|    double|double|double|double|double|double|double| double| double| double|      double| double|long|
|     |     |     |      |      |          |      |         |          |      |      |          |      |      |      |      |      |      |       |       |       |            |       |    |
| null| null| null|  null|  null|      null|  null|     null|      null|  null|  null|      null|  null|  null|  null|  null|  null|  null|   null|   null|   null|        null|   null|null|
  4462   342 55600 0.2864  17.86     -70.41  244.4     31.77      7.034  110.1   4.32     -416.8  551.3    0.0   -0.0    0.1  351.4  609.7  320.97   770.0  1158.5     -0.38448 3.60937    0 
  4465   267 55858 0.6371   1.69     -315.6  810.1     25.39      347.3  188.0  11.65      68.72  441.5    0.0    0.0    0.1  576.4 1058.8  509.23  1088.4  1488.4    -0.325316 2.92284    0 
  4466   739 55857 0.6077  17.08      166.3  123.8     36.52     -101.5  129.0  8.901      56.31  375.1    0.0    0.0    0.1  500.0  698.0   313.5   602.2   824.2     0.135938 2.62903    0 
  4467   256 55894 0.4902  24.79     -73.22  116.5     13.28      94.42  270.1   3.54     -196.2  702.8    0.0   -0.0    0.1  387.5  714.0   353.9   906.0  1429.5    -0.132424 4.03928    0 
  4468    47 55894 0.6008  7.934     -151.6  112.2     5.303      146.7  108.9  1.952     -20.49  513.5    0.0   -0.0    0.1  553.8  728.7   375.3   751.9  1190.5    0.0451743 3.17213    2 
  4469   972 55863  0.388  5.696     -507.7  140.9     30.14     -18.03  243.2  10.21     -26.24  513.7    0.0   -0.0    0.1  728.2 1111.8   465.6   937.6  1255.2 -0.000239006 2.69588    0 
  4470    27 55587 0.5489  14.69      42.55  322.9     2.137      111.2  698.3    0.0        0.0    0.1    0.0    0.0    0.1  816.0 1186.7   508.0  1017.3  1396.7    0.0343524 2.74941    0 
  4470   264 55587 0.0819  80.49     -276.8  120.9     245.5      156.2  129.7  120.9      20.08  471.5    0.0    0.0    0.1  619.3  944.0   468.1   921.6  1286.4   -0.0857898 2.74813    2 
  4471   151 55617 0.4604  4.859     -6.724  205.0      24.6     -8.676  102.4    0.0       -0.0    0.1    0.0   -0.0    0.1  263.2  384.2  163.45   326.6   445.1   0.00316333 2.72316    0 
  4471   335 55617 0.7817  1.832      112.7  307.2     5.581      37.65  140.5    0.0        0.0    0.1    0.0    0.0    0.1  384.2  582.4  255.62   537.2   753.3     0.115173 2.94695    0 
  4472   495 55893 0.6355  19.61     -123.1  363.9     31.36      137.9  161.5  6.666     -129.7  76.68    0.0    0.0    0.1  572.4  928.5   393.9   797.5  1043.4    -0.215718  2.6489    0 
  4473   319 55589 0.4006  9.826      -55.2  355.0     12.45      186.9  120.0  22.57     -35.27  149.8    0.0    0.0    0.1  519.7  737.4   319.1   635.7   873.0    -0.109847 2.73582    0 
  4473   404 55589 0.4594  4.072     -6.398  170.7       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  402.0  568.5   230.2   437.6   561.6 -7.12251e-06 2.43962    0 
  4479   891 55592 0.4902  2.453     -57.24  293.7     34.37      66.46  111.7  22.01     -94.38  101.4    0.0    0.0    0.1  349.2  477.7  199.34   376.1   489.1   -0.0328154  2.4536    0 
  4480   127 55591  0.587  9.167     -96.25  266.7     12.12      434.8  178.8  8.663      95.96  616.4    0.0    0.0    0.1 1091.2 1476.9   667.8  1225.2  1649.1    -0.069068 2.46945    2 
  4481   990 55630 0.4079  34.89      44.84  260.7     40.08     -130.8  101.1  52.48      89.79  113.9    0.0    0.0    0.1  475.7  646.3   274.7   517.9   685.7    0.0437509 2.49618    0 
  4483   235 55587 0.3363  4.985     -70.78  739.8      25.0     -31.49  302.9  14.51     -45.09  109.4    0.0   -0.0    0.1  537.9  962.1   441.5  1005.6  1479.1   -0.0254479 3.35017    0 
  4485    51 55836 0.5394  6.182     -57.46  381.7     10.97      76.75  164.8 0.4642     -983.3 2128.0    0.0    0.0    0.1  511.4  862.9   487.5  1402.7  3067.3    -0.530391  6.2919    0 
  4485   474 55836 0.5362  17.49     -57.57  214.6       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  505.3  714.7  289.46   549.9   705.9  5.66652e-05 2.43868    0 
  4485   527 55836  0.587  4.781     -138.5  219.7     10.66      409.3  163.7  12.35      117.4  542.7    0.0    0.0    0.1 1032.1 1452.7   651.8  1204.9  1599.9   -0.0759422 2.45459    1 
  4485   711 55836 0.4264  3.742      42.62  362.4     43.52      -26.6  178.0   6.38      29.09  69.68    0.0   -0.0    0.1  404.5  600.4   251.7   501.4   671.8    0.0181602 2.66905    0 
  4485   837 55836 0.5858  1.681     -368.3  64.22     15.27     -23.89  267.7    0.0       -0.0    0.1    0.0   -0.0    0.1  679.9  905.9   372.5   695.8   878.4    0.0151412 2.35812    0 
  4487   283 55866  0.459  22.95      21.15  131.8      16.1     -6.873   72.7    0.0        0.0    0.1    0.0    0.0    0.1  240.8  364.9   150.0   298.5   394.4    0.0499746 2.62933    0 
  4487   685 55866 0.4785  5.609      -54.0  273.4     5.416      109.9  119.7    0.0        0.0    0.1    0.0    0.0    0.1  462.3  749.0   320.7   627.8   817.8    -0.170995 2.55005    0 
  4492   755 55565 0.6151  6.326      3.035  275.4     15.95     -16.96  123.8    0.0       -0.0    0.1    0.0   -0.0    0.1  347.7  531.8   232.9   491.9   694.9    0.0354871 2.98368    0 
  4492   895 55565 0.3986  14.02     -226.4  88.79     41.57      147.7  100.3  11.84     -36.24  373.4    0.0    0.0    0.1  280.4  701.3   373.7   663.3   917.1    -0.233541 2.45411    2 
  4496   175 55544 0.5675   4.19      -74.2  619.2     18.03      40.16  279.6  11.34      12.83  96.81    0.0    0.0    0.1  485.6  886.6   402.7   911.8  1310.6    -0.079765 3.25453    0 
  4496   565 55544 0.4682   17.0      137.5  641.9       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1 1511.6 2137.7   865.9  1645.3  2111.3 -0.000142093 2.43827    0 
  4498   811 55615  0.469  9.613     -204.3  133.9     14.65      97.21  169.6    0.0       -0.0    0.1    0.0   -0.0    0.1  597.5  762.4   315.4   558.1   690.3  -0.00301898 2.18865    0 
  4499   671 55572 0.4704   27.2     -16.95  200.2     20.12      56.98  81.91    0.0        0.0    0.1    0.0    0.0    0.1  328.9  539.5   226.4   458.1   606.9   -0.0991267 2.68065    0 
  4504    78 55571 0.4415   59.6      34.08  112.4     42.17     -89.97  79.24  16.62      20.63  249.6    0.0   -0.0    0.1  321.4  454.2  197.72   386.6   528.0    0.0948068 2.67044    0 
  4504   420 55571 0.6531   4.19      477.1  272.0     14.87     -25.89  200.4  2.123     -298.0  611.8    0.0    0.0    0.1  577.5 1036.4   453.5  1033.5  1517.5   -0.0717101  3.3462    0 
  4505   112 55603 0.5096   2.88     -206.2  437.2     5.083      136.5  188.7  6.371     -70.21  149.7    0.0   -0.0    0.1  530.8  817.4   366.8   815.8  1128.6    -0.200195 3.07688    0 
  4505   341 55603 0.5835  3.002     -117.6 1075.0     10.63      160.8  215.7  12.43      161.9  467.1    0.0    0.0    0.1  816.2 1401.3   646.5  1503.6  2223.0     -0.14215 3.43852    0 
  4507   871 55564  0.505  29.71     -16.75  185.9      8.82       23.5  408.9  10.41     -121.9  66.84    0.0   -0.0    0.1  451.8  695.7   312.9   656.1   936.0    0.0884615 2.99137    0 
  4508   648 55600 0.6459  2.135     -149.5  429.9     6.391      113.6  193.8    0.0        0.0    0.1    0.0    0.0    0.1  535.8  852.0   385.2   835.3  1132.3    -0.251841 2.93951    0 
  4508   695 55600 0.5534  9.042     -76.87  155.3     22.76      62.99  122.4   1.14      117.4  449.7    0.0    0.0    0.1  338.8  498.6  214.33   431.5   594.7   -0.0408946 2.77469    0 
  4509   419 55574 0.3917  3.573     -147.2  74.67     5.631      176.9  126.0   8.78     -23.04  314.7    0.0    0.0    0.1  645.6  920.2   387.9   724.5   948.4   -0.0812737 2.44496    2 
  4510   353 55559 0.4763  10.88     -121.5  305.1     37.74      12.48  172.8  2.683     -245.7  623.2    0.0   -0.0    0.1  472.8  717.4   325.9   705.7  1016.7    -0.215678 3.11967    0 
  4511   143 55602 0.5413  2.954     -281.9  628.7     45.39     -38.41  267.2    0.0       -0.0    0.1    0.0   -0.0    0.1  651.0  934.2   396.5   783.5  1065.7   -0.0841888 2.68777    1 
  4511   255 55602 0.5429   7.92      30.32  434.0     10.53     -188.5  139.4  8.968      103.6  107.9    0.0   -0.0    0.1  658.9  987.7   419.8   862.9  1192.6    0.0924199 2.84088    2 
  4511   747 55602 0.4853  9.609     -136.5  107.2     3.479      58.64  566.1  32.28      -18.6  152.5    0.0   -0.0    0.1  387.6  556.8   263.6   575.5   968.3     0.174161 3.67337    0 
  4511   847 55602 0.5742  15.01     -112.0  141.7     14.98     -39.19  338.8    0.0       -0.0    0.1    0.0   -0.0    0.1  493.9  830.6   349.1   737.8   996.7    0.0714759 2.85506    0 
  4529    87 55563 0.4389  3.538     -46.01  385.2     33.97      5.945  191.0  28.88     -42.26  140.5    0.0   -0.0    0.1  404.8  590.0   247.9   490.1   657.3     0.016796 2.65147    0 
  4530   705 55564 0.5837  4.267     -373.3  205.6     5.128      424.9  470.2  1.846     -732.4  344.2    0.0    0.0    0.1 1575.2 2091.1   950.3  1601.4  1998.8    0.0538323 2.10334    2 
  4530   990 55564 0.5474  13.48      3.343  119.7     6.978     -12.89  271.4    0.0       -0.0    0.1    0.0   -0.0    0.1  352.1  552.1   240.9   515.1   723.1   -0.0275315 3.00166    0 
  4537    38 55806 0.3965  7.627     -103.8  473.8     3.384      314.7  161.4  8.402      40.51  117.0    0.0    0.0    0.1  569.6 1178.7   514.1  1074.7  1408.8    -0.151831 2.74032    0 
  4537   327 55806 0.4785  22.84      119.7  154.4      16.8     -296.5  200.2  3.017      119.6  620.4    0.0   -0.0    0.1  766.4  999.4   466.2   845.5  1179.5    0.0303518 2.53003    1 
  4537   941 55806 0.5636  33.26     -12.01  125.9       0.0       -0.0    0.1    0.0       -0.0    0.1    0.0   -0.0    0.1  296.5  419.3  169.79   322.6   414.0  4.83092e-05 2.43831    0 
  4538   127 55860 0.3988  8.704     -262.0  623.8     38.75      51.53  193.7  4.192     -298.0  134.1    0.0   -0.0    0.1  556.8  868.6   439.3  1036.0  1483.5    -0.295881 3.37696    0 
  4539   555 55865 0.3988  10.07     -248.1  607.0     42.43      64.79  186.3   6.02     -257.3  133.3    0.0    0.0    0.1  554.8  855.8   435.1  1023.1  1457.9    -0.294465 3.35072    0 
  4539   723 55865 0.5656  6.152     -212.6  418.8     14.08      181.0  117.0  18.83      19.58  180.9    0.0    0.0    0.1  484.5  727.1   349.2   742.5  1022.4    -0.334174 2.92783    0 
  4541   439 55882 0.6203   2.92      80.06  881.8     6.442      39.36  240.2    0.0        0.0    0.1    0.0    0.0    0.1  734.2 1330.4   673.2  1753.7  2478.0    0.0225504 3.68093    0 
  4541   641 55882 0.4135  1.658      79.51  446.5     33.55      149.6  122.8  46.27     -132.2  121.7    0.0   -0.0    0.1  525.1  666.3   294.1   511.9   639.8    0.0880275 2.17545    1 
  4543   885 55888 0.4619  13.82      154.5   85.8      29.0      -66.6  178.2  22.78     -2.031  365.5    0.0   -0.0    0.1  597.5  865.1   365.5   727.5   999.5   0.00838419 2.73461    0 
  4543   977 55888 0.3934  34.84     -30.48  264.0     2.936     -41.83  631.0    0.0       -0.0    0.1    0.0   -0.0    0.1  650.3  937.0   399.4   792.1  1078.6  -0.00508066 2.70055    1 
  4544   111 55855 0.5619  6.171     -247.0  728.5     36.73      11.67  269.9  45.34     -67.46  124.7    0.0   -0.0    0.1  426.1  718.6   340.7   829.7  1315.7    -0.157027 3.86176    0 
  4545   587 55567 0.4476  3.534     -228.0  542.5     16.64      49.22  201.1  5.196     -238.1  76.64    0.0   -0.0    0.1  614.1  826.5   397.4   854.9  1244.0    -0.240209 3.13035    1 
  4546   267 55835 0.5909  16.01      3.139  196.3       0.0        0.0    0.1    0.0        0.0    0.1    0.0    0.0    0.1  462.3  653.7   264.9   503.2   645.9   3.4061e-05 2.43828    0 
  4547   743 55893 0.6127   8.16     -128.7  223.9     5.769      104.0  153.5    0.0       -0.0    0.1    0.0   -0.0    0.1  567.7  784.9   321.3   597.1   755.3   -0.0963591 2.35076    0 
  4547   791 55893 0.6115  1.731     -523.0  82.58     32.75     -50.32  211.2  3.891      -17.0  489.4    0.0   -0.0    0.1  529.6  788.5   336.4   683.2   939.9 -0.000595808   2.794    0 
  4550   191 55894 0.4843  63.55     -6.868  194.3     1.648      45.46  551.0    0.0       -0.0    0.1    0.0   -0.0    0.1  464.6  661.5   275.9   535.1   707.1    0.0110225 2.56289    0 
  4553   349 55584 0.4504  21.77      17.05  307.9     3.564      23.22  69.23    0.0        0.0    0.1    0.0    0.0    0.1  640.9  967.7   397.8   776.3  1001.9   -0.0017367  2.5186    0 
  4556   911 55912 0.5405 0.7224     -67.75  611.4     8.299    -0.9754  224.7    0.0       -0.0    0.1    0.0   -0.0    0.1  556.0  804.2   351.1   711.1  1006.6   -0.0464633 2.86699    0 
  4558   189 55569 0.4273  6.625     -46.11  528.5     21.94     -36.33  219.5    0.0       -0.0    0.1    0.0   -0.0    0.1  599.3  909.5   406.7   870.9  1263.3   -0.0103697 3.10622    0 
  4558   219 55569 0.4463 0.9511     -262.0  592.5     8.244      74.36  229.3  6.439      58.09  80.72    0.0    0.0    0.1  340.9  638.6   298.3   715.0  1103.3    -0.250032 3.69863    0 
  4558   767 55569 0.5329  9.594      16.01  301.6     2.168     -314.2  43.21  5.449      -88.4  101.3    0.0   -0.0    0.1  571.9  850.1   362.6   714.2   932.1    0.0954189  2.5706    0 
  4560   474 55575 0.4496  7.136     -90.63  548.4     15.68      89.78  88.62  6.561     -147.9  200.6    0.0   -0.0    0.1  450.4  835.0   462.3  1058.3  1508.5   -0.0990123 3.26303    0 
  4561   101 55614 0.4237  15.87      148.0  254.6     38.16      -26.5  148.4  4.667      -65.5  647.2    0.0    0.0    0.1  442.2  707.9   330.5   748.4  1182.0   -0.0292047  3.5764    0 
  4563    32 55617 0.4768  47.42      85.65  203.9     47.72     -166.8  104.3   2.24      120.1  462.0    0.0    0.0    0.1  527.9  722.5   324.2   579.0   732.1     0.194646 2.25817    0 
  4563   381 55617 0.4629  58.38       4.96  230.2     12.16      7.729  507.3    0.0        0.0    0.1    0.0    0.0    0.1  598.9  882.4   382.9   781.9  1095.8   0.00248768 2.86184    0 
  4564   223 55570 0.4264  2.335     -144.6  475.2     17.76      12.15  189.7  5.281     -121.7  101.3    0.0   -0.0    0.1  466.4  670.0   296.5   607.6   887.5   -0.0987042 2.99325    0 
  4565   869 55591 0.4305  14.89     -127.8  135.9     15.71      123.6  109.3  10.49     -18.17  371.3    0.0   -0.0    0.1  566.0  790.0   349.3   686.5   964.4   -0.0218996 2.76095    0 
  4566   114 55630 0.2464  12.52      63.31  74.69      23.9      20.11  191.6  10.68     -53.91  385.6    0.0    0.0    0.1  414.1  702.5   315.7   683.8   956.9     -0.11276 3.03104    0 
  4566   121 55630 0.6195  2.951      64.73  841.7     2.355      241.7  215.0    0.0        0.0    0.1    0.0    0.0    0.1 1036.1 2144.1   919.1  1974.7  2615.0   -0.0591205 2.84517    0 
  4567   706 55589 0.2465  10.07     -61.13  347.1     19.38      16.58  142.9    0.0       -0.0    0.1    0.0   -0.0    0.1  427.6  694.1   307.0   671.3   937.5    -0.103723 3.05375    0 
  4570   525 55623 0.6371  7.455     -50.69  372.1     24.57    -0.5394  155.2    0.0       -0.0    0.1    0.0   -0.0    0.1  423.9  644.5   288.6   619.5   893.8   -0.0742672 3.09702    0 
  4570   597 55623 0.5602  30.96     -107.3  175.5     5.133     -14.24  528.3  14.95      227.6  148.0    0.0   -0.0    0.1  637.1  868.3   385.3   739.2  1017.8    0.0281784 2.64158    0 
  4570   691 55623 0.6502  3.363      53.83  399.8     3.307     -103.1  149.0    0.0       -0.0    0.1    0.0   -0.0    0.1  569.6 1005.0   432.5   891.9  1192.0     0.126393 2.75607    0 
  4571   893 55629 0.6122  30.63      20.19  168.2     18.07      73.16  73.65  7.989     -123.0  328.5    0.0    0.0    0.1  340.2  555.0   253.2   535.7   752.2      -0.2113 2.97077    0 
  4572   795 55622 0.5946  15.01     -27.28  260.7     10.11       18.2  46.12 0.7335      283.8  931.8    0.0   -0.0    0.1  346.5  722.2   354.7   780.2  1170.9     0.120987  3.3011    0 
  4573   391 55587 0.5651  7.486      57.58  503.2     7.557      76.38  133.9    0.0        0.0    0.1    0.0    0.0    0.1  535.8 1181.3   502.4  1148.6  1536.2    -0.012264 3.05772    0 
  4574    53 55621 0.4984  12.28     -4.771  225.1     11.55      108.5  88.78  2.832     -191.8  623.1    0.0    0.0    0.1  405.7  696.6   369.4   850.6  1311.2    -0.278112 3.54954    0 
  4574   595 55621  0.448  81.16     -161.3  98.24     47.05      198.0  180.6   39.3      82.59  310.1    0.0    0.0    0.1  637.7  835.3   394.8   669.0   838.1     0.149028 2.12285    2 
  4575    37 55590  0.565  4.981     -23.58  578.0     3.446      291.8  372.3  10.79      89.88  156.6    0.0    0.0    0.1  540.5 1060.8   478.5  1157.6  1595.6   -0.0751191 3.33459    0 
  4575   314 55590 0.1366  8.392      -49.5  528.3     175.6      92.41  99.79  300.8     -6.428  230.8    0.0    0.0    0.1  430.6  670.9   285.1   568.8   757.9    -0.095448 2.65837    0 
  4601    86 55589 0.1161  906.4      -83.9  120.6    1252.0     -100.9  270.6  128.0      -24.4  662.3    0.0   -0.0    0.1  459.3  768.2  337.01   743.9  1060.6    0.0275316 3.14709    0 
  4602   291 55644 0.6292  44.39     -10.22  335.3     27.28     -165.6   82.0  1.474     -395.5  715.7    0.0   -0.0    0.1  565.3  954.3   422.2   857.7  1148.9    0.0400557 2.72122    1 
  4602   496 55644  0.057  95.15     -53.49  136.7      64.1      42.19  646.6  199.8     -173.9  227.6    0.0   -0.0    0.1  554.0  868.5   424.9  1042.3  1539.4     0.173834 3.62297    0 
  4603   679 55999 0.4434  46.71      24.04  219.5     106.7    -0.5847  88.75  19.73      207.7  94.15    0.0    0.0    0.1  282.6  474.5  201.26   423.4   577.6    0.0483726 2.86992    0 
  4603   840 55999 0.4605  33.18      -32.2  171.7      17.8      82.06  347.0    0.0        0.0    0.1    0.0    0.0    0.1  501.3  779.7   333.3   690.3   937.1     0.126194 2.81158    0 
  4604   193 55983 0.4318  3.564     -72.85  688.2     9.944     -7.587  273.3  4.575      53.28   81.5    0.0   -0.0    0.1  583.9 1019.4   494.4  1139.3  1677.3   -0.0752197  3.3926    0 
  4605    13 55971 0.5416  9.329     -144.0  401.5     33.66      52.82  223.3  20.25      24.96  119.2    0.0    0.0    0.1  450.6  723.0   313.7   674.9   941.5    -0.143431 3.00128    0 
  4605   370 55971 0.2283  63.74      34.77  112.3     26.47     -155.0  106.6  12.61      7.652  295.2    0.0   -0.0    0.1  370.9  531.2   228.3   450.0   613.9  -0.00757778 2.68901    0 
  4605   471 55971 0.5287  27.77      68.55  104.9     13.28     -11.15  233.1  21.62     -83.72  79.82    0.0    0.0    0.1  357.8  496.3   213.7   414.0   564.9   -0.0119384 2.64343    0 
  4605   493 55971  0.416  16.79     -161.4  117.5     14.69      114.0  107.1  7.788       23.9  267.7    0.0   -0.0    0.1  552.8  702.1   304.0   535.1   685.6    0.0432905 2.25526    2 
  4605   501 55971 0.4178  13.75     -100.8  351.0     18.92      124.4  110.4    0.0       -0.0    0.1    0.0   -0.0    0.1  403.0  847.9   402.7   782.5  1032.0     -0.23655  2.5627    1 
  4606    25 56223 0.4309  16.94      12.62  187.0     4.588     -119.0  91.37  5.299     -22.98  370.8    0.0   -0.0    0.1  487.0  712.8   308.0   620.8   860.5   0.00399768 2.79383    0 
  4607    76 56248 0.5288  19.39     -10.46  223.7     49.07     -45.38  102.2  16.77      142.0  73.71    0.0   -0.0    0.1  353.8  496.7  212.97   411.8   550.6    0.0166364 2.58534    0 
